comment,comment_length,word_count,bert_sentiment
Lo único malo es el sonido. Obligado a comprar una barra,56,11,neutral
lo malo rs su software que no se puede poner cualquier app creo,63,13,neutral
que tal la duración del panel??? la vida es más larga o se queda azul en poco tiempo como los modelos anteriores? explica en un video.,134,26,neutral
Mejor una SONY,14,3,neutral
ah bueno ahora instalale una app de android que no sea por tv box ni tv stick 🤷🏻‍♂️,83,18,neutral
TCL miniled no le pide nada a estos televisores. y mucho menos a lg oled,72,15,neutral
Lo mejor le llaman a la saturación de colores,45,9,neutral
confirmo no me arrepiento de la inversión que hice 🥳,52,10,positive
es la que yo tengo,18,5,neutral
un riñon,8,2,neutral
Quede curado de no volver a comprar samsung al menos en tv,58,12,neutral
De cuántos riñones hablamos?😅,29,4,neutral
Prefiero lg,11,2,neutral
y que esperabas de una empresa que lleva desde 1970 haciendo televisiones 😅,75,13,neutral
por accesibilidad mejor cualquier tv que tenga Android tv.. para instalar más aplicaciones 😁,92,14,positive
no tienen magis tv😬,19,4,neutral
Me regalas un Samsung a15? 😁,29,6,positive
precio?,7,1,neutral
Me compra la televisión de Samsung del año más potente ns que y el mando no funciona casi nunca,95,19,neutral
Es de mejor calidad que los TV Samsung Frame?,45,9,neutral
Sony le gana,12,3,neutral
La mía no tiene antireflejo 😭,29,6,neutral
contenido auspiciado por Samsung?,33,4,neutral
El que no ha tenido una máster series de Sony a cualquier santo le reza,71,15,neutral
ey ey ey como que todas sus TV's tienen la certificación de pamtone 😂 hermano dime que una de la serie crystal va a tener 😂 solo sus qled y eso en algunos modelos,162,34,neutral
"solamente las de alta gama, y para esos costos mejor una Sony",61,12,neutral
muy bonito y todo pero no duran ni dos años y se dañan,54,13,neutral
Fácil de usar el sistema no creo pero si buena tv,49,11,neutral
🫨,1,1,neutral
La CU700,8,2,neutral
LG Oled G4 💀,12,4,neutral
team lg,7,2,neutral
cianto,6,1,neutral
LG 🗿🗿🗿,6,2,neutral
SAMUNG O LG??,13,3,neutral
🥰,1,1,positive
😂,1,1,neutral
😢,1,1,negative
👏,1,1,neutral
🥰🥰🥰,3,1,positive
🥰,1,1,positive
🥰🥰🥰,3,1,positive
😁,1,1,positive
♥️♥️♥️,6,1,positive
😁,1,1,positive
🤣🤣🤣,3,1,neutral
🔥,1,1,positive
😅,1,1,positive
👍👍👍,3,1,positive
❤️❤️❤️,6,1,positive
🥰,1,1,positive
🥰,1,1,positive
😁,1,1,positive
😂,1,1,neutral
😁,1,1,positive
❤️,2,1,positive
😂😂😂,3,1,neutral
😭,1,1,neutral
😁,1,1,positive
😍,1,1,positive
💗,1,1,positive
😁,1,1,positive
❤️❤️❤️,6,1,positive
🥰,1,1,positive
😭,1,1,neutral
🥰,1,1,positive
❤️,2,1,positive
🥰🥰🥰,3,1,positive
@🌱🌞,3,1,neutral
🥰,1,1,positive
🗿,1,1,neutral
💀,1,1,neutral
🥰,1,1,positive
🥰,1,1,positive
❤️,2,1,positive
😁,1,1,positive
😳,1,1,neutral
🤣🤣🤣,3,1,neutral
😳,1,1,neutral
😂,1,1,neutral
♥️♥️♥️,6,1,positive
😍😍😍,3,1,positive
😭,1,1,neutral
♥️♥️♥️,6,1,positive
🙏,1,1,positive
😳,1,1,neutral
😂,1,1,neutral
😂,1,1,neutral
😁,1,1,positive
🥰,1,1,positive
🔥,1,1,positive
😂,1,1,neutral
🥰,1,1,positive
😂,1,1,neutral
🥰🥰🥰,3,1,positive
😊😊😊,3,1,positive
🙂,1,1,neutral
💖,1,1,positive
🥰,1,1,positive
😆😆😆,3,1,positive
😎,1,1,positive
❤️❤️❤️,6,1,positive
😂,1,1,neutral
❤️,2,1,positive
😁😁😁,3,1,positive
🥰🥰🥰,3,1,positive
😁,1,1,positive
😂,1,1,neutral
😳😳😳,3,1,neutral
😁,1,1,positive
😁😁😁,3,1,positive
🥰🥰🥰,3,1,positive
😂😂😂,3,1,neutral
🥰🥰🥰,3,1,positive
🥰🥰🥰,3,1,positive
😂😂😂,3,1,neutral
😳,1,1,neutral
😂😂😂,3,1,neutral
🥰🥰🥰,3,1,positive
🥰🥰🥰,3,1,positive
😁,1,1,positive
😂😂😂,3,1,neutral
😳😳😳,3,1,neutral
😳😳😳,3,1,neutral
Cesar Montelongo,23,2,neutral
😳😳😳,3,1,neutral
Hz la que tienes en tu cuarto si se reflejaba un chingo la luz del sol cuando estaba en la sala,104,21,neutral
🥰,1,1,positive
mira la mía como vino la Samsung 75 pulgadas [photo],52,10,neutral
Yo tengo un problema con mi Samsung es que cuando quiero instalar una app me aparece Smart hub se está actualizando.Vuelve a intentarlo más tarde eso aparece y mi televisión ya está actualizada,193,33,neutral
"DO NOT BUY SAMSUNG TV'S, THEY WILL FAIL WITH IN 2 YEARS OF USE, THE REPAIR WILL BE MORE EXPENSIVE THAN BUYING A NEW ONE.",120,25,negative
"Saben que pantallas tiene 120hz, no me importa la maraca solo quiero que llegue a los 120hz para sacarle provecho a mi xbox",123,23,neutral
las mejores tv son las sony en todo compre una samsung y se traba en veces la imagen y eso que no la uso diario solo como dos horas en gaming,141,31,neutral
Sony>>>Samsung,14,1,neutral
Mejor LG tuve una Samsung y se dañó a los 2 años y así he eschudado que le pasa a mucha gente. No la compren 👎,110,26,neutral
"Alguien que me recomiende una tele de 43 pulgadas, con Android para descargar aplicaciones, 4k y que dure 😭",108,19,neutral
trabajo en LG y las televisiones de Samsung son de una calidad horrible. Si certificado se lo hacen ellos y no por otras instituciones especialidas Jajajajaj,157,26,negative
"Si, muy cierto respecto a calidad de imagen, pero a calidad de materiales en su pantalla...? jummm como dijo el ñero, ""malo es hablar""",134,24,neutral
"nah el reescalado no esta tan chido compa, mejor q sean nativos del contenido",77,14,neutral
"SAMSUNG TV QLED 4K 2024 50"" a mitad de precio 394€😘",75,11,neutral
"Solo no compres la línea crystal, ya que todas salen con defecto de fábrica en el panel y sufren una muerte súbita en el display, o solo ya dejan de prender, se los digo por experiencia.",186,36,neutral
son las más kgda no sirven. se te quema. y no tiene reparaciones esos son 4 kgdas,81,17,neutral
es una estafa total,19,4,neutral
son una basura tengo Samsung y una LG mejor la LG y eso que es más vieja,72,17,neutral
TODOS LOS SANSUNG QUE E TENIDO SE ME HAN DAÑADO TABLETS SMARTV MOBILES NO ME GUSTAN PARA NADA MEJOR UN LG LLEVO 2 SMARTV 1 PLASMA DE 20 AÑOS Y FUNCIONA DE MARAVILLA Y SE VE MUY BIEN CON FIRETV 4K,195,41,neutral
es la peor y se malogra rapido,30,7,neutral
"osea sin están bien perras chidas, pero hay tema con Spotify después de un tiempo, reproduce canciones solo si tienen video.",124,21,neutral
Samsung es remalo!!! les falta mucho los leds,45,8,neutral
"LG dice, que pena jaja",22,5,neutral
"Siempre ha sido y siempre será Sony lo mejor en pantallas, está solo es una publicidad pagada 🤷🏻",96,18,neutral
son muy malas que lástima Durán solamente como 2 años y se dañan,64,13,neutral
para que solo duren un año no gracias,37,8,neutral
por las puras es samsung ya no hace buenas pantallas todas se malogran los leds en menos de 1 año asi q next,108,23,neutral
Se quema en cualquier momento xd,32,6,neutral
yo solo quiero que me recomienden una para una ps5,50,10,neutral
"Cochinadas de televisiones, no pueden reproducir Tidal, se verán bien, pero no sirven para escuchar ni con otro equipo",118,19,neutral
Cuanto te pagan samsung?,24,4,neutral
Son las primeros q se queman eso si,35,8,neutral
Tengo una 70 pulgadas belleza ❤️,32,6,positive
"Por qué los televisores de 32"" son mediocres? ni pasan de 720p",62,12,neutral
"si tienen la oportunidad de comprar una Samsung tv No la aprovechen, no sirven, nomás funcionan 6 meses bien después empiezan a fallar",134,23,neutral
"saben que, mejor cañamos😏",26,4,neutral
Yo con mi lg g4 en mi habitación 🗣️🤡 (literalmente) La recomiendo mucho :),74,14,positive
"Chingaderas no sirven, yo compré una y ni un año me duró!!",58,12,neutral
Su sistema Tyzen es un ask0 🤢,29,7,negative
"Mentira, no compren tv’s de esa marca",37,7,neutral
"Compre un smartv samsung crystal de 58"" Dejo de andar de la nada por falla de fabrica en su pantalla una basura. Llame a Samsung Argentina no me dieron ninguna solucion y me bloquearon una desilusió",198,36,neutral
samsung 👎🏻,10,2,neutral
la verdad es mentira es una marca muy fea ya que no duran mucho en 2 o en 1 años y medio dejan de funcionar,107,25,neutral
OJO CON LAS APLICACIONES EN LOS TV SAMSUNG SON GRANDES ESTAFADORES,66,11,neutral
hii can you make me roblox verified mt user is isago323,63,11,neutral
naaa Samsung quedó muy atrasado aparte la tienda de apps pésima,63,11,neutral
"no brother, esa nueva generación son malas, los pixeles se queman rápido",72,12,neutral
basuras se malogra rápido,25,4,neutral
son mala,8,2,neutral
con ese precio mejor una U8N,28,6,neutral
Son un asco..súper malísimo calidad,35,5,neutral
NO SON BUENAS 🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️,30,4,neutral
duran 1 año samsung basura no la compren,40,8,neutral
mejor la TCL :V,15,4,neutral
"malisimas, ni 2 años me duro...cambie a a LG",44,9,neutral
se queman a los 2 años... comprobado,36,7,neutral
Salen chafas en poco tiempo,27,5,neutral
LG se lo come vivo.,19,5,neutral
Y nunca ofrecen actualizaciones de sistema y tiempo después quedan inservibles,78,11,neutral
yo tuve una mala experiencia con esa marca mi compre dos pantallas de esa marca y no tenian ni un año y las dos se me descompusieron y no tuvieron solucion no la recomiendo,172,34,neutral
están bien caras o yo soy pobre,31,7,neutral
"Yo apenas me voy a comprar una pantalla, pero solo la utilizaré para jugar🤤🤤🤤🤤. Algunos de ustedes puede recomendarme alguna marca...busco una de 43"" Gracias",157,25,neutral
Sansung es basura compa,23,4,neutral
puro choro en amigo calienta de masido,38,7,neutral
no les recomiendo es una basura yo compré uno apenas aguantó su garantía y al mes se arruinó,92,18,neutral
hace rescatado 4k pues no sirve el mio es 4k full no hace ningún rescatado ponen eso bonito pero realidad cuándo hace rescalado no sirve Por qué lo que hace es una imitación 4k,176,34,neutral
"malisima marca, y NO no están a otro nivel son una caca",55,12,neutral
lastimosamente no tienen android y eso las hace una basura. Samsung lg y panasonic y ellas no pueden competir en teles LED con los chinos,137,25,neutral
exageradas las pantallas tan grandes,36,5,neutral
esas tvs se queman hijo,23,5,neutral
me recomiendan la JVC?,22,4,neutral
Bien chafas,11,2,neutral
una estafa oas tv samsung la mía siendo au7000 de 58 pulgadas 4k no duro ni 6 meses y no te valen ma garantía pésimo y por su precio elevado me robo,148,32,neutral
nojo... para que duren 10 años y luego te obliguen a comprar otro.,66,13,neutral
así o más publicidad a Samsung,30,6,neutral
Televisión más basuraaaaa malisima todas,40,5,neutral
"🤣🤣🤣🤣samsung realista pues no mas bien sobre satura los colores,si buscan realismo en color pero tambien presicion de color,nada mejor que sony y panasonic y algunas lg como la serie g oled",188,32,neutral
El SO de samsung es un asco,27,7,neutral
"Samsung es malísima en tv, mejor LG",35,7,neutral
Me acabo de comprar la Samsung 55“oled s90d en 13 mil pesos de 23 en Walmart.com,80,16,neutral
"claro, y cuando se dañan al año después de pasar la garantía Samsung no responden por nada, que asco, nada de Samsung",117,22,neutral
cómo válidas colores sin una fuente certificada,47,7,neutral
la caja del original viene así?,31,6,neutral
"Ahora con el envío gratis desde Estados Unidos por Amazon, es mucho más fácil comprar original y más barato.",108,19,neutral
Precio,6,1,neutral
nunca envían catálogo voy pidiendo como 10 veces,48,8,neutral
En qué parte del Perú se encuentra,34,7,neutral
Y su llavero?,13,3,neutral
Pero eso no es rareza xd,24,6,neutral
también se ubican en lima,25,5,neutral
les escribi y no responden,26,5,neutral
yo soy 45 :v,12,4,neutral
hola yolu en t.39 para dama por favor me puedes enviar modelos,62,12,neutral
"hasta no sé dónde queda,,puedes decir dónde ch. estás",54,9,neutral
precio,6,1,neutral
por fin traen algo bueno 🤭,26,6,neutral
felicidades yolu.dios te bendiga ati y atu familia me siento orgullosa de que alguien este progresando.😁😁😁,108,16,positive
precio de los yordan,20,4,neutral
dónde las puedo comprar,23,4,neutral
no me envían hasta hoy no me envían catalogo. le escribe ase tres días....??,76,14,neutral
hola Jordan para hombre,23,4,neutral
Esas si son rarezas pz yolu las Jordan cuatro es todo lo demás son bulto,72,15,neutral
son mejores los jordan retro 4 en verde 😍,41,9,positive
son las frozen moment? (creo que así se escribe),48,9,neutral
dónde están ubicados,20,3,neutral
como hago pedido?,17,3,neutral
precio?,7,1,neutral
Q precio tienen las Nike retro 4,32,7,neutral
precio talla 30,15,3,neutral
precio de esas Jordan?,22,4,neutral
en lima en donde los puedo hubicar,34,7,neutral
hermano yolo quiero unos pares,30,5,neutral
Yolo no envía a ecuador.. necesito unos jordan para niño,56,10,neutral
sr yolu siempre se le escribí a sus trabajadores pero nuncan responden ya son varias veces no es la unica ves que escriba,121,23,neutral
Buenas noches la verdad es que no responden,43,8,neutral
mejor son la jordan retro 10,28,6,neutral
omg debe estar entre 700 a 900 dólares 🥺,40,9,neutral
Que lindooooss😻😻🙈🙈🙈,19,2,neutral
quiero ese zapatilla pero de la talla 37,40,8,neutral
Jordan biki 4,13,3,neutral
dirección porfa,15,2,neutral
que precio?,12,2,neutral
donde estan ubica dos,21,4,neutral
precio mano,11,2,neutral
cuánto esta,11,2,neutral
donde están ubicados y precios,30,5,neutral
dónde queda su tienda q dirección por favor.,44,8,neutral
yo con un tal retro 11 concord y un retro 5 racer blue,54,13,neutral
por favor pueden enviar el catalogo,35,6,neutral
precio xfavor,13,2,neutral
de yordan netro 4 hermano yolo,30,6,neutral
cuanto cuesta??,15,2,neutral
dónde se ubican,15,3,neutral
hola tienen catálogo?,21,3,neutral
precio?,7,1,neutral
hola en cuento sale,19,4,neutral
y el metal se oxida? 😁,23,6,positive
jhordan retro 4 frozen,22,4,neutral
Como compro,11,2,neutral
cuánto,6,1,neutral
que precio tiene los zapatos asen envíos a Guatemala,52,9,neutral
precio ubicación,16,2,neutral
tmr yo soy talla 42,19,5,neutral
dirección,9,1,neutral
"me das catálogo,con precios reales en tienda",44,7,neutral
informacion,11,1,neutral
dónde queda su tienda?😻,23,4,neutral
como pido catalogo,18,3,neutral
precio por.favor y a dónde se encuentran,40,7,neutral
hola información necesito una Nike Jordan retro 4 oreo tala 44,62,11,neutral
precio,6,1,neutral
dónde están ubicados en el zulia,32,6,neutral
solo son de mujer,17,4,neutral
precui,6,1,neutral
Dónde es eso,12,3,neutral
hacen envío a ecuador-guayaquil,31,4,neutral
En donde se encuentra disculpe,30,5,neutral
Jordan retro 3 precio,21,4,neutral
pregunta que vale 😚,19,4,neutral
precio,6,1,neutral
en donde estan ubicado,22,4,neutral
Nombre del zapaton?,19,3,neutral
Son hermosos yo tengon las blancas con rojas😍,45,8,positive
precio,6,1,neutral
precio xf talla 40,18,4,neutral
necesito uno,12,2,neutral
en dónde está ubicado la dirección en Quito,43,8,neutral
hola,4,1,neutral
richarlizon,11,1,neutral
cuánto cuesta por mayor cada uno,32,6,neutral
no ay negro 40,14,4,neutral
dónde están ubicados,20,3,neutral
ubicación,9,1,neutral
𝐩𝐫𝐞𝐜𝐢𝐨,6,1,neutral
cuanto cuesta,13,2,neutral
ubicacion,9,1,neutral
ubicación por favor,19,3,neutral
que hago para poder comprar pero no arpolmallo,46,8,neutral
Precio,6,1,neutral
están,5,1,neutral
donde,5,1,neutral
yo una mi csa,13,4,neutral
donde esta ubicado el local,27,5,neutral
Cuanto 😳,8,2,neutral
siempre te pido catálago y nunca mandas,39,7,neutral
Yo las tengo todas gracias a Dios Y mi esfuerzo🙏😍,49,10,positive
precio,6,1,neutral
muy lindas,10,2,neutral
Catálogo x favor,16,3,neutral
precio,6,1,neutral
mejor mizuno,12,2,neutral
como pagan altas sumas por eso,30,6,neutral
las froozen moments,19,3,neutral
esas son Frozen moment?,24,4,neutral
por donde se ubican,19,4,neutral
por donde yo consigo su tienda,30,6,neutral
precio,6,1,neutral
Y como los conpor,17,4,neutral
donde esta ubicado,18,3,neutral
yo quiero la retro 6,20,5,neutral
no responden los msjs 🥲,23,5,positive
Yo soy 44 xd,12,4,neutral
son de cuero,12,3,neutral
donde estan ubicados????,24,3,neutral
cuantoo,7,1,neutral
Dende se encuentra,18,3,neutral
donde estas ubicados,20,3,neutral
ya lo tengo y lo uso para estar en casa original o no original es lo mismo 👌,76,18,neutral
precio,6,1,neutral
donde queda esa tienda que precio??,35,6,neutral
precio,6,1,neutral
precio,6,1,neutral
pero trae otros colores mas px yoluu,36,7,neutral
😻donde se ubica,15,3,neutral
bonito,6,1,neutral
hace una semana he pedido tus catálogos y no responden,54,10,neutral
en dónde se encuentra,21,4,neutral
como la puedo conseguir?,24,4,neutral
yo kiero e 3 pares p mano,25,7,neutral
Lo quiero,9,2,neutral
precio m??,10,2,neutral
yo soy 35 y 34,14,5,neutral
precio?,7,1,neutral
retro 11?,9,2,neutral
precio,6,1,neutral
ya están que suben los precios 😞,32,7,negative
que hermosura🥰,14,2,positive
precio yolu,11,2,neutral
Yo quiero como hago para comprar,32,6,neutral
Precio,6,1,neutral
cuánto cuesta,13,2,neutral
ubicacion?,11,1,neutral
Catálogo mandame soy de lima,28,5,neutral
hacen envío a ecuador,21,4,neutral
Traete las hurache 2k 👌,23,5,neutral
precio Trujillo información,27,3,neutral
Mas información,15,2,neutral
precio,6,1,neutral
talla 38.5 para mujer,21,4,neutral
37.5,4,1,neutral
precio yolu,11,2,neutral
precio,6,1,neutral
ubicación,9,1,neutral
Precio,6,1,neutral
bro,3,1,neutral
Precio,6,1,neutral
Costo,5,1,neutral
en qué parte están ubicados,27,5,neutral
ola,3,1,neutral
me puedes mandar el catálogo,28,5,neutral
Saben que modelo es la zapatilla que estaba usando en el vídeo Yolu?,68,13,neutral
que precio tienen,17,3,neutral
dónde Stan ubicados,19,3,neutral
Jordan taxi en 44,17,4,neutral
información,11,1,neutral
tío.yolu que modelo es la q estas usando,40,8,neutral
en donde queda su tienda,24,5,neutral
quero un par para bolivia,25,5,neutral
precio de las jordan retro,26,5,neutral
precio,6,1,neutral
yolu x k no traes las Osiris 3d 😔😥😥,35,9,negative
dónde estas ubicado,19,3,neutral
Talla 39,8,2,neutral
Jordan retro4,13,2,neutral
cual es el,10,3,neutral
Como los ubico,14,3,neutral
dónde queda y sus precios,25,5,neutral
chile,5,1,neutral
donde estam,11,2,neutral
cuantos están las sapatillas jordan,35,5,neutral
Precio?,7,1,neutral
donde están ubicados,20,3,neutral
precio por favor,16,3,neutral
precio talla 42?,16,3,neutral
presio,6,1,neutral
Precio tala 33,14,3,neutral
talla 38,8,2,neutral
En negras Jordan talla 39 envíos a Piura,40,8,neutral
hola información,16,2,neutral
precio,6,1,neutral
egh mano yo soy 42 😔,20,6,negative
precio,6,1,neutral
modelos de jordan para caballeros,33,5,neutral
precio de las retro 4 por favor,31,7,neutral
precio xf,9,2,neutral
TIENES LAS JORDAN RETRO 6 NEGR ROJA,35,7,neutral
tall 39,7,2,neutral
precio por favor,16,3,neutral
disculpa precio de Los zapatos,30,5,neutral
en cuanto estan esos Jordan,27,5,neutral
precio?,7,1,neutral
precio xfavor,13,2,neutral
precio,6,1,neutral
yo quiero Jordan en negro 😏,27,6,neutral
precio,6,1,neutral
precio,6,1,neutral
en donde quedan ustedes,23,4,neutral
precio?,7,1,neutral
pensé que se llamaban Frozen,28,5,neutral
o hacen pedidos,15,3,neutral
no me interesa el precio mi compa en dónde las vendes,53,11,neutral
precio,6,1,neutral
Que jordan me recomiendan ya tengo las jordan retro 4 y las retro 11 ahora cuál me pueden recomendar xfa,104,20,neutral
cualto cuesta y dónde quedan,28,5,neutral
al mayor cuánto,15,3,neutral
que precio y que paid,21,5,neutral
Que modelos hay o colores?,26,5,neutral
retro 4 jordan,14,3,neutral
tendrás modelo Jordan 4 white oro,33,6,neutral
Jajajajajajaj menos mal que era original jajajaja,49,7,neutral
en que parte de lima,20,5,neutral
precio porfavor y dónde les ubico,33,6,neutral
zapatilla de box hombre,23,4,neutral
donde estan ubicados,20,3,neutral
amistad tienes yordan retro 14,30,5,neutral
cuánto esta la jordan retro 4,29,6,neutral
catalogo,8,1,neutral
amigo si quiero emprender me puedes ayudar y aconsejar que tenía vender asen envíos a bolivia,93,16,neutral
hermosas 🙌🏻,11,2,positive
quiero uno asi,14,3,neutral
Precio,6,1,neutral
aun la tienes?,14,3,neutral
en dónde esta ubicado su local,30,6,neutral
precio por favor por unidad y por cuarto,40,8,neutral
precio amigo talla 43,21,4,neutral
precio?,8,1,neutral
En talla 37 precio???,21,4,neutral
Tallas pequeñas,15,2,neutral
Donde Sta la dirección en lima,30,6,neutral
precio,6,1,neutral
precioo??,9,1,neutral
dirección,9,1,neutral
cuesta 690 soles :'v,20,4,neutral
precios,7,1,neutral
precio,6,1,neutral
esas son calidad OG tiene todos los detalles de original peor el material es otro.👍,84,15,neutral
Usan mayoreo!?,14,2,neutral
Ya y el precio?,15,4,neutral
ubicación de tu tienda,22,4,neutral
delivery por favor quiero comprar,33,5,neutral
Precio,6,1,neutral
que precio tiene la zapatillas,30,5,neutral
precio,6,1,neutral
cuanto está la Jordan retro 4,29,6,neutral
precio..lima,12,1,neutral
EL COLOR ES PARA HOMBRE???,27,5,neutral
mi tío soy talla 37 habrá para mí en jordan ✌️✌️,48,11,positive
en donde,8,2,neutral
ubicación de la tienda,22,4,neutral
precio,6,1,neutral
Precio,6,1,neutral
precio de ese modelo,20,4,neutral
cuanto esta,11,2,neutral
yo un par,9,3,neutral
Jordan 38..... talla 40 precio,30,5,neutral
tiene el panda,14,3,neutral
no hay talla 36 en Jordan,25,6,neutral
talla 34,8,2,neutral
precio 👌😁,9,2,positive
precio de jordan,16,3,neutral
buenas noches quiero las Jordan blanca con plateada dónde las pido por favor,76,13,neutral
tío yolu quiero un retro 4 Ore a cuánto me vale 🥺✨,50,12,positive
cual es su precio??,19,4,neutral
el precio😀,10,2,positive
talla 43,8,2,neutral
yo soy 44😔,10,3,neutral
mas información,15,2,neutral
precio,6,1,neutral
tiene zapatilla de voley,24,4,neutral
las jordan 3?,13,3,neutral
precio,6,1,neutral
jordan retro4 frozent moment 🥰,30,5,positive
Donde esta su tienda,20,4,neutral
precio,6,1,neutral
donde se ubican???,19,3,neutral
Que precio tiene 🥺,18,4,neutral
Original o imitacion,20,3,neutral
yo quiero,9,2,neutral
su precio tío yolu,18,4,neutral
vídeo de retro 4 caballero,26,5,neutral
tienes los irving 5,19,4,neutral
esa caja em de la jordam 4 oreo,31,8,neutral
Precio,6,1,neutral
hola para información,21,3,neutral
yo soy 43 y tengo 13 añitos tendrá un jordan de talla 43?,57,13,neutral
esa es la que me compré para el 24 jaja,39,10,neutral
pov: las calles donde vivo,26,5,neutral
jajaja Ya yo me lo compre,25,6,neutral
hola tienes jordan 1 mid black and purple...,44,8,neutral
𝚝𝚎𝚗𝚍𝚛𝚊𝚜 𝚕𝚊 𝙰𝚒𝚁 𝟿𝟻𝟶,18,4,neutral
precio,6,1,neutral
Como hago,9,2,neutral
donde esta ubicado,18,3,neutral
información. porfis,19,2,neutral
cuánto,6,1,neutral
esa caja no son de la retro 4,29,8,neutral
precio de los tenis jordan,26,5,neutral
is that richaldison😮‍💨,22,3,neutral
que precio,10,2,neutral
de donde es,11,3,neutral
noooo mijo mi prima carsa 43 🤣😂🤣😂,33,7,neutral
en cuanto salen,15,3,neutral
Esas son las FROZEN MOMENTS,27,5,neutral
richarlison sape!!!,19,2,neutral
hola yo quiero unos jordan,26,5,neutral
Richarlison??🤨,14,1,neutral
Las frozen moments 🥺,20,4,neutral
jordan 5,8,2,neutral
lo puede usar hombre y mujer o solo mujer,41,9,neutral
richarlison 👀,13,2,neutral
Yo sigo buscando la Dc shoes,28,6,neutral
jordan 4?,10,2,neutral
Frozen momento.,15,2,neutral
Yolu hasta ahorita no me envian catálogo,40,7,neutral
esa jordan,10,2,neutral
retro 5,7,2,neutral
tío yolu quiero en talla 39,27,6,neutral
"Hola tío Yolu, tienes la Reebok Lite Plu??",42,8,neutral
klk,3,1,neutral
G5,2,1,neutral
buenns,6,1,neutral
son g5,6,2,neutral
pais,4,1,neutral
PRECII,6,1,neutral
Rubin Domingu q dices?,30,4,neutral
/08/2022 🕊💔 me mis primeras jordans jaja,43,7,neutral
en las calles de aqui😞😞,31,5,negative
🥰🥰🥰,3,1,positive
🥰,1,1,positive
✌️,2,1,positive
💯,1,1,neutral
Sánchez,14,1,neutral
😻😻😻,3,1,neutral
😅,1,1,positive
👸🏻,4,1,neutral
🥰,1,1,positive
😁,1,1,positive
🥰,1,1,positive
🥰,1,1,positive
🥰,1,1,positive
🥰,1,1,positive
😁,1,1,positive
😁,1,1,positive
😁,1,1,positive
👀,1,1,neutral
🥰,1,1,positive
👍🏻👍🏻👍🏻,6,1,positive
🥰,1,1,positive
🥰,1,1,positive
🥰,1,1,positive
😁,1,1,positive
🤣,1,1,neutral
❤️,2,1,positive
😂,1,1,neutral
💓,1,1,positive
🙏,1,1,positive
😳,1,1,neutral
❤️,2,1,positive
😳,1,1,neutral
🥰🥰🥰,3,1,positive
🍀,1,1,neutral
😂,1,1,neutral
😏,1,1,neutral
😁,1,1,positive
❤️,2,1,positive
😅,1,1,positive
😂,1,1,neutral
🥰,1,1,positive
👍,1,1,positive
😂,1,1,neutral
😃,1,1,neutral
🥰,1,1,positive
🥰,1,1,positive
😈,1,1,neutral
🥰,1,1,positive
😁,1,1,positive
🥰,1,1,positive
☺️,2,1,positive
☺️☺️☺️,6,1,positive
😁,1,1,positive
😂,1,1,neutral
😁,1,1,positive
🥰,1,1,positive
😂,1,1,neutral
😂,1,1,neutral
❤️❤️❤️,6,1,positive
💝,1,1,positive
🥰,1,1,positive
🥰🥰🥰,3,1,positive
💔💔💔,3,1,negative
😂,1,1,neutral
❤️,2,1,positive
😁,1,1,positive
😂,1,1,neutral
🥰,1,1,positive
😁😁😁,3,1,positive
😁😁😁,3,1,positive
😂😂😂,3,1,neutral
🥰,1,1,positive
👍🏻🥰🥰🥰,5,1,positive
😁,1,1,positive
😁,1,1,positive
🤔,1,1,neutral
😁,1,1,positive
❤️,2,1,positive
❤️,2,1,positive
😁😁😁,3,1,positive
😌,1,1,positive
🥰,1,1,positive
😂😂😂,3,1,neutral
😁😁😁,3,1,positive
🥰🥰🥰,3,1,positive
😂😂😂,3,1,neutral
😂😂😂,3,1,neutral
😁😁😁,3,1,positive
🥰🥰🥰,3,1,positive
🥰🥰🥰,3,1,positive
😁😁😁,3,1,positive
🥰🥰🥰,3,1,positive
🥰🥰🥰,3,1,positive
😭😭😭,3,1,negative
😞😞😞,3,1,negative
😬,1,1,negative
🥰🥰🥰,3,1,positive
❤️❤️❤️,6,1,positive
Rubin Domingu,21,2,neutral
💯,1,1,neutral
Santos Lizana L,21,3,neutral
🥰,1,1,positive
Chico😮‍💨?????,19,1,neutral
.13.C,7,1,neutral
🤩🤩🤩🤩🤩🤩,6,1,positive
😳😳😳,3,1,neutral
😏😏,2,1,neutral
😻😻😻,3,1,neutral
👑👑👑,3,1,neutral
😫😫😫,3,1,negative
😳😳😳,3,1,neutral
😻😻😻,3,1,neutral
DRYWALL morrr,18,2,neutral
🖤 😍,7,2,positive
yo quiero uno asi donde puedo consiguir o donde lo puedo hacer mandar🥺 [photo],78,14,neutral
👺😽,8,1,neutral
esos no son originales son réplicas 3ple A,42,8,neutral
es réplica a1,13,3,neutral
es réplica.eso no es original.😂😂😂,34,5,neutral
son fake así no vienen esas jordan 4 retro yo me compre una acá en la misma nike acá en eeuu y es diferente,107,24,neutral
q abuso de 36 a 40. trae para malogrado ps yolu 44 45,53,13,neutral
Castellanos,19,1,neutral
Como se saben si son orijinales?,32,6,neutral
los que dicen 100% original son más Fake que los zapatos de mi primo,68,14,neutral
a cuanto tío yolu??,19,4,neutral
boy a viajar a huanuco a buscarme esa verdadera grasa manin,59,11,neutral
NO RESPONDEN EN WSP!,20,4,neutral
