user,user_id,text,like,reply_count,timestamp,fecha_legible,tipo_de_item,emocion,comment_length,time
ridervasquezlujan,ridervasquezlujan,ya la detono,0,0,1740232765,2025-02-22 08:59:25,perfume,entusiasmo,12,2025-02-22 08:59:25
raptor,patrickbateman_22,les creia si hubiese salido otra chica ,0,0,1740232672,2025-02-22 08:57:52,perfume,entusiasmo,39,2025-02-22 08:57:52
johnz rios,el_zorro_28,precio,0,0,1740232613,2025-02-22 08:56:53,perfume,decepcion,6,2025-02-22 08:56:53
im.not.an.artist_of,im.not.an.artist_of,"chala, ya no lo siguen quemando uu",0,0,1740232471,2025-02-22 08:54:31,perfume,consulta,34,2025-02-22 08:54:31
elluisshare,elluisshare,queria comprarlo pero no dejaron precio,0,0,1740232105,2025-02-22 08:48:25,perfume,queja,39,2025-02-22 08:48:25
joselito ve,joselitove,perfume,0,0,1740231525,2025-02-22 08:38:45,perfume,queja,7,2025-02-22 08:38:45
carlos christian,carloschristian08,"costo es 100 soles, pero con los gastos y costos los venden en 600 ..",0,0,1740229837,2025-02-22 08:10:37,perfume,queja,69,2025-02-22 08:10:37
l $@mbo,l.mbo6,hola precio bro,0,0,1740228878,2025-02-22 07:54:38,perfume,decepcion,15,2025-02-22 07:54:38
paul alexis melgar p,paulalexismelgarpovez,precio,0,0,1740228529,2025-02-22 07:48:49,perfume,frustracion,6,2025-02-22 07:48:49
urban legend,urbanlegend.1,muy malo ese perfume yo lo use.. ,0,0,1740227784,2025-02-22 07:36:24,perfume,decepcion,33,2025-02-22 07:36:24
lincej,user28817918317052,costo?,0,0,1740226571,2025-02-22 07:16:11,perfume,entusiasmo,6,2025-02-22 07:16:11
victor zapata,vzapatal,precio?,0,0,1740225458,2025-02-22 06:57:38,perfume,consulta,7,2025-02-22 06:57:38
piscoya racing wheels,piscoyaracingwheels,precio,0,0,1740225095,2025-02-22 06:51:35,perfume,testimonio,6,2025-02-22 06:51:35
jhon cari,jhoncari0,precio?,0,0,1740223778,2025-02-22 06:29:38,perfume,confusion,7,2025-02-22 06:29:38
findelmundo,porlo.joba,precio???,0,0,1740223669,2025-02-22 06:27:49,perfume,entusiasmo,9,2025-02-22 06:27:49
 s e l i o n  ,mobaeternal2.0,de cuantos soles hablamos si no pasa de 400 normal,0,0,1740220057,2025-02-22 05:27:37,perfume,consulta,50,2025-02-22 05:27:37
edgardo enrique juarez pinto,edgardo.enrique.j,info,0,0,1740219850,2025-02-22 05:24:10,perfume,confusion,4,2025-02-22 05:24:10
paolozam,kevinzamzambrano,perfume,0,0,1740218245,2025-02-22 04:57:25,perfume,entusiasmo,7,2025-02-22 04:57:25
rodvargas20,rodvargas20,info. precio y si hay en tacna,0,0,1740216277,2025-02-22 04:24:37,perfume,queja,30,2025-02-22 04:24:37
paul asuncion,d_etiqueta_shop,es susi dias ,0,0,1740216070,2025-02-22 04:21:10,perfume,entusiasmo,13,2025-02-22 04:21:10
icalinpe,carlos_casasc,precio donde es,0,0,1740211376,2025-02-22 03:02:56,perfume,consulta,15,2025-02-22 03:02:56
santy,melancolia.sidera,precio,0,0,1740210104,2025-02-22 02:41:44,perfume,decepcion,6,2025-02-22 02:41:44
luis zevallos weddings,luis.zevallosb,precio?,0,0,1740209514,2025-02-22 02:31:54,perfume,sorpresa,7,2025-02-22 02:31:54
francois,francois.scippa,"esa es mas para mujer, hay otra version con cafe que es ma's masculine, lattafa es muy comun nada exclusivo en eu",0,0,1740209507,2025-02-22 02:31:47,perfume,confusion,113,2025-02-22 02:31:47
"_.,-yoselin ",yoselin_naylyn22,perfume,0,0,1740207553,2025-02-22 01:59:13,perfume,queja,7,2025-02-22 01:59:13
craken!,jesusbotteritisoc,perfume,0,0,1740206926,2025-02-22 01:48:46,perfume,testimonio,7,2025-02-22 01:48:46
fidel silva tenicela,fidelsilvatenicel,precio,0,0,1740206166,2025-02-22 01:36:06,perfume,testimonio,6,2025-02-22 01:36:06
................,eragons_l,"lo tengo, hay perfumes mas ricos",0,0,1740205660,2025-02-22 01:27:40,perfume,queja,32,2025-02-22 01:27:40
alonsogonzalescas0,alonsogonzalescas0,perfume,0,0,1740205278,2025-02-22 01:21:18,perfume,consulta,7,2025-02-22 01:21:18
jhobby,use.jhobbyjs,info...,0,0,1740204677,2025-02-22 01:11:17,perfume,satisfaccion,7,2025-02-22 01:11:17
erick alejandro,alejandro1tv, no caigan gente,0,0,1740204563,2025-02-22 01:09:23,perfume,satisfaccion,16,2025-02-22 01:09:23
jean hache,jean.hache0,ubicacion?,0,0,1740204324,2025-02-22 01:05:24,perfume,satisfaccion,10,2025-02-22 01:05:24
jair quispe,jair.quispe86,como si nada se deja meter la mano,0,0,1740204206,2025-02-22 01:03:26,perfume,sorpresa,34,2025-02-22 01:03:26
cocin@  p' kausa,cocinapekausa,precio .haces enbios ...info por interno,0,0,1740203950,2025-02-22 00:59:10,perfume,decepcion,40,2025-02-22 00:59:10
josepomasonco,josepomasonco,precio?,0,0,1740203517,2025-02-22 00:51:57,perfume,confusion,7,2025-02-22 00:51:57
djtobi,dj3albert,precio plizz,0,0,1740203474,2025-02-22 00:51:14,perfume,entusiasmo,12,2025-02-22 00:51:14
rebec.fer,rebec.fer,y hay tambien para damas?,0,0,1740203062,2025-02-22 00:44:22,perfume,satisfaccion,25,2025-02-22 00:44:22
user3097716616302,user3097716616302,perfume,0,0,1740202704,2025-02-22 00:38:24,perfume,confusion,7,2025-02-22 00:38:24
jules 300,edsonexe,perfume,0,0,1740202326,2025-02-22 00:32:06,perfume,frustracion,7,2025-02-22 00:32:06
maria jose schenone,majoschenone,a mi no me gusta para nada! es fuertisimo y me marea :a,0,0,1740202148,2025-02-22 00:29:08,perfume,entusiasmo,55,2025-02-22 00:29:08
monky,monky558,precio??,0,0,1740201634,2025-02-22 00:20:34,perfume,confusion,8,2025-02-22 00:20:34
crash,crash7853,lo compraria hasta que vi a un pegalon y me desanime,0,0,1740201427,2025-02-22 00:17:07,perfume,decepcion,52,2025-02-22 00:17:07
joss.kaze,joss.kaze,precio??,0,0,1740201291,2025-02-22 00:14:51,perfume,queja,8,2025-02-22 00:14:51
fernando baca,cesarfernandobaca,perfume,0,0,1740201178,2025-02-22 00:12:58,perfume,frustracion,7,2025-02-22 00:12:58
perfumeria sumak quntu,gisse.collection,"lo tenemos desde s/76.90 con uno gratis, escribenos ",0,0,1740200622,2025-02-22 00:03:42,perfume,sorpresa,52,2025-02-22 00:03:42
 francisco ,fyepez27,precio,0,0,1740200060,2025-02-21 23:54:20,perfume,decepcion,6,2025-02-21 23:54:20
tantaleanherediae,tantalean.heredia,,0,0,1740199969,2025-02-21 23:52:49,perfume,queja,3,2025-02-21 23:52:49
luis tapia fibertap,luistapiafibertap,y mi natura ...,0,0,1740198852,2025-02-21 23:34:12,perfume,confusion,15,2025-02-21 23:34:12
gian silva525,guiantsilva18,precio?,0,0,1740198602,2025-02-21 23:30:02,perfume,testimonio,7,2025-02-21 23:30:02
juniorzurita,zuritaleon1997,eso si o si jalas flacas 100% recomendado y mucho mejor si estas en disco las flacas no dejan d mirarte,0,0,1740197971,2025-02-21 23:19:31,perfume,confusion,103,2025-02-21 23:19:31
jorge gonzales847,jorgegonzales8477,perfume,0,0,1740197809,2025-02-21 23:16:49,perfume,confusion,7,2025-02-21 23:16:49
jordan albeiro,jordanaldahir97,precio??,0,0,1740197806,2025-02-21 23:16:46,perfume,satisfaccion,8,2025-02-21 23:16:46
pandylus,pandylus,@mc-martin,0,0,1740197648,2025-02-21 23:14:08,perfume,testimonio,10,2025-02-21 23:14:08
manuel,scarqamql6o,mandar catalogo al 979175581,0,0,1740197211,2025-02-21 23:06:51,perfume,sorpresa,28,2025-02-21 23:06:51
user0505,jenshuacles0,"lo usa un pegalon, paso",0,0,1740197178,2025-02-21 23:06:18,perfume,confusion,23,2025-02-21 23:06:18
rosari paucar rivero,rosaripaucarriver,perfume,0,0,1740197070,2025-02-21 23:04:30,perfume,consulta,7,2025-02-21 23:04:30
adolfo alvarez maced,adolfoalvarezmace,,0,0,1740196906,2025-02-21 23:01:46,perfume,queja,3,2025-02-21 23:01:46
wuapafashion,wuapafashion,precio,0,0,1740196389,2025-02-21 22:53:09,perfume,queja,6,2025-02-21 22:53:09
fergonz2912,fergonz2912,perfume,0,0,1740196358,2025-02-21 22:52:38,perfume,decepcion,7,2025-02-21 22:52:38
anderson gutierrez r.,andesson08273956,donde lo puedo comprar estimado,0,0,1740196330,2025-02-21 22:52:10,perfume,satisfaccion,31,2025-02-21 22:52:10
saul,saul.maron,perfume,0,0,1740195350,2025-02-21 22:35:50,perfume,frustracion,7,2025-02-21 22:35:50
nordik007,nordik0075,kcheraz@,0,0,1740195056,2025-02-21 22:30:56,perfume,testimonio,8,2025-02-21 22:30:56
luarlmj21,luarlmj21,informacion ?,0,0,1740195033,2025-02-21 22:30:33,perfume,entusiasmo,13,2025-02-21 22:30:33
xtreme bikers peru,xtremebikersperu,precio,0,0,1740194941,2025-02-21 22:29:01,perfume,sorpresa,6,2025-02-21 22:29:01
laa1013,laa1013al,yo con mi bolivar ,0,0,1740194580,2025-02-21 22:23:00,perfume,queja,18,2025-02-21 22:23:00
jose denis vilcapoma,josedenisvida,precio??,0,0,1740194390,2025-02-21 22:19:50,perfume,sorpresa,8,2025-02-21 22:19:50
diego llanos griezma,diegollanosgriezm,perfume,0,0,1740194335,2025-02-21 22:18:55,perfume,sorpresa,7,2025-02-21 22:18:55
ronnie burga g,user4201083751879,"hola, precio porfavor",0,0,1740194213,2025-02-21 22:16:53,perfume,sorpresa,21,2025-02-21 22:16:53
jramon,j159040,informacion donde lo puedo comprar y precio,0,0,1740194117,2025-02-21 22:15:17,perfume,queja,43,2025-02-21 22:15:17
mgm27886,mgm27886,esa vaina esta 30 euros en alemania,0,0,1740193269,2025-02-21 22:01:09,perfume,confusion,35,2025-02-21 22:01:09
djdarwinmb_2000,djdarwinmb_2000,precio ?,0,0,1740193152,2025-02-21 21:59:12,perfume,testimonio,8,2025-02-21 21:59:12
richi,richi7321,yo quiero,0,0,1740192776,2025-02-21 21:52:56,perfume,satisfaccion,9,2025-02-21 21:52:56
omar,ocac108858f,perfume,0,0,1740191989,2025-02-21 21:39:49,perfume,satisfaccion,7,2025-02-21 21:39:49
rodrigo,djafroescobar,precio,0,0,1740191878,2025-02-21 21:37:58,perfume,satisfaccion,6,2025-02-21 21:37:58
enrique arrigoni,enrique.arrigoni,perfume,0,0,1740191848,2025-02-21 21:37:28,perfume,consulta,7,2025-02-21 21:37:28
' ,fx_yoelcv,precio hermano?,0,0,1740191269,2025-02-21 21:27:49,perfume,decepcion,15,2025-02-21 21:27:49
fedic,lionel971011,nada le gana al perfume de spiderman y de paw patrol ,0,0,1740191238,2025-02-21 21:27:18,perfume,sorpresa,53,2025-02-21 21:27:18
jerson,jisuscrito,y eso que no ha olido mis pedos,0,0,1740190621,2025-02-21 21:17:01,perfume,sorpresa,31,2025-02-21 21:17:01
miguel otero,maycollaoz,"mejor es el khamrah qwha, ahi si vez mas cumplidos",0,0,1740190282,2025-02-21 21:11:22,perfume,sorpresa,50,2025-02-21 21:11:22
enlomioqchzluiz,enlomioqchzluiz,precio,0,0,1740190119,2025-02-21 21:08:39,perfume,frustracion,6,2025-02-21 21:08:39
cristian r esadam,cristianu100pre,que fue es yola polastri?,0,0,1740189665,2025-02-21 21:01:05,perfume,decepcion,25,2025-02-21 21:01:05
jjr,juanjorod15,perfume,0,0,1740189116,2025-02-21 20:51:56,perfume,entusiasmo,7,2025-02-21 20:51:56
jefferson alata palomino,jefferson.alata.p,precio,0,0,1740188983,2025-02-21 20:49:43,perfume,testimonio,6,2025-02-21 20:49:43
cebicheenbolsa2,cebicheenbolsa2,"ese perfume es para economicos 230 soles en ripley , que sera si huelen el aventus de creed la flaca se entrega .",0,0,1740188922,2025-02-21 20:48:42,perfume,testimonio,113,2025-02-21 20:48:42
renzo olaya,rgom82,catalogo,0,0,1740188486,2025-02-21 20:41:26,perfume,decepcion,8,2025-02-21 20:41:26
vagito,vagito138,cotizame,0,0,1740187261,2025-02-21 20:21:01,perfume,confusion,8,2025-02-21 20:21:01
ley,leylu.98,precio,0,0,1740187176,2025-02-21 20:19:36,perfume,queja,6,2025-02-21 20:19:36
isais balbin vargas,isaisbalbinvargas,y que precio,0,0,1740187176,2025-02-21 20:19:36,perfume,consulta,12,2025-02-21 20:19:36
luis ramirez,luisramirez009,perfume,0,0,1740187037,2025-02-21 20:17:17,perfume,queja,7,2025-02-21 20:17:17
drhouse19,drhouse090,precio,0,0,1740186744,2025-02-21 20:12:24,perfume,queja,6,2025-02-21 20:12:24
caspier.06,caspier.06,precio?,0,0,1740186553,2025-02-21 20:09:13,perfume,entusiasmo,7,2025-02-21 20:09:13
guillermo salaza9482,guillermosalaza06,como esta,0,0,1740186111,2025-02-21 20:01:51,perfume,consulta,9,2025-02-21 20:01:51
juanchotacorta,elbanquit0,ese perfume noquea a las mujeres con su fragancia waaaa,0,0,1740186042,2025-02-21 20:00:42,perfume,satisfaccion,55,2025-02-21 20:00:42
majetoan37,majetoan37,perfume,0,0,1740185757,2025-02-21 19:55:57,perfume,satisfaccion,7,2025-02-21 19:55:57
pelotero10,pelotero1055,perfume,0,0,1740185206,2025-02-21 19:46:46,perfume,queja,7,2025-02-21 19:46:46
edmilson flores,hc.lupo.edmil,perfume,0,0,1740185199,2025-02-21 19:46:39,perfume,decepcion,7,2025-02-21 19:46:39
jhonnyzapata1983,jhonnyzapata1983,precio,0,0,1740184256,2025-02-21 19:30:56,perfume,satisfaccion,6,2025-02-21 19:30:56
jst_drmr,j.d909,perfume olor galleta,0,0,1740183328,2025-02-21 19:15:28,perfume,decepcion,20,2025-02-21 19:15:28
brayan granda asalde,brayan.granda.asa,precio,0,0,1740182700,2025-02-21 19:05:00,perfume,consulta,6,2025-02-21 19:05:00
chris martin,chris.martin013,precio e informacion,0,0,1740182200,2025-02-21 18:56:40,perfume,frustracion,20,2025-02-21 18:56:40
roith27,roith27,,0,0,1740182172,2025-02-21 18:56:12,perfume,queja,3,2025-02-21 18:56:12
juan jose bar,juan.jose.bar,perfume,0,0,1740182115,2025-02-21 18:55:15,perfume,confusion,7,2025-02-21 18:55:15
rick,noloserickoficial,yo uso el de cr7 y vuelto locas a las gringas ,0,0,1740182017,2025-02-21 18:53:37,perfume,testimonio,46,2025-02-21 18:53:37
marlon,marlonaquino03,perfume me interesa cuanto esta?,0,0,1740181543,2025-02-21 18:45:43,perfume,consulta,32,2025-02-21 18:45:43
victor carmelo guerr,vcarmelog,perfume,0,0,1740180732,2025-02-21 18:32:12,perfume,sorpresa,7,2025-02-21 18:32:12
daniel ,danielanicama,el perfume mas sobrevalorado,0,0,1740180232,2025-02-21 18:23:52,perfume,decepcion,28,2025-02-21 18:23:52
raider,antares439,perfume,0,0,1740179366,2025-02-21 18:09:26,perfume,sorpresa,7,2025-02-21 18:09:26
marianela mll,marianellamenesesll,precio?,0,0,1740179046,2025-02-21 18:04:06,perfume,decepcion,7,2025-02-21 18:04:06
guillermo calderon s,guillermocalderon4,precio,0,0,1740178900,2025-02-21 18:01:40,perfume,satisfaccion,6,2025-02-21 18:01:40
miguelito,miguelitowarrior_25,perfume,0,0,1740178708,2025-02-21 17:58:28,perfume,entusiasmo,7,2025-02-21 17:58:28
carrillo 2 0 0 3 ,victorcarrillo375,perfume,0,0,1740177262,2025-02-21 17:34:22,perfume,entusiasmo,7,2025-02-21 17:34:22
diego falcon,diegogabriel7408,lo recomiendan?,0,0,1740176688,2025-02-21 17:24:48,perfume,queja,15,2025-02-21 17:24:48
alcycivil,alcycivil,no le gana al salvaje de cristian meier,0,0,1740176498,2025-02-21 17:21:38,perfume,entusiasmo,39,2025-02-21 17:21:38
luistorrs20,luistorrs20,precio,0,0,1740176417,2025-02-21 17:20:17,perfume,decepcion,6,2025-02-21 17:20:17
alejandroescobed68,alejandroescobed68,precio,0,0,1740175953,2025-02-21 17:12:33,perfume,testimonio,6,2025-02-21 17:12:33
mike,mikehm_19,"no es para el calor de lima, varios se fueron de cara solo por ese video y tiraron la money, guarden su perfume para invierno nomas si es que hay",0,0,1740175540,2025-02-21 17:05:40,perfume,entusiasmo,145,2025-02-21 17:05:40
beurobas,beurobas,usa poet,0,0,1740175538,2025-02-21 17:05:38,perfume,queja,8,2025-02-21 17:05:38
beurobas,beurobas,jajaja,0,0,1740175526,2025-02-21 17:05:26,perfume,testimonio,6,2025-02-21 17:05:26
 o,juancholr25,porq flavia esta andando con l4krs ?,0,0,1740175476,2025-02-21 17:04:36,perfume,satisfaccion,36,2025-02-21 17:04:36
sebastian molina,sebas_m15,precio?,0,0,1740175280,2025-02-21 17:01:20,perfume,satisfaccion,7,2025-02-21 17:01:20
jose rivadeneira,jose.rivadeneira29,en donde lo venden,0,0,1740175072,2025-02-21 16:57:52,perfume,consulta,18,2025-02-21 16:57:52
mclovin,mclovin.exeee,el equivalente lo es todo,0,0,1740175000,2025-02-21 16:56:40,perfume,satisfaccion,25,2025-02-21 16:56:40
stip81686,stip81686,"precio mano , fast cash",0,0,1740174656,2025-02-21 16:50:56,perfume,consulta,23,2025-02-21 16:50:56
jhonattanhernandez,jhonattanhernande74,perfume,0,0,1740174486,2025-02-21 16:48:06,perfume,consulta,7,2025-02-21 16:48:06
martin muller gamero,martinmullergamer,precio?,0,0,1740174132,2025-02-21 16:42:12,perfume,sorpresa,7,2025-02-21 16:42:12
miguel penalva,miguelpenalva,,0,0,1740173603,2025-02-21 16:33:23,perfume,entusiasmo,3,2025-02-21 16:33:23
jhon quispe,23_jhon_paul,costo,0,0,1740173566,2025-02-21 16:32:46,perfume,testimonio,5,2025-02-21 16:32:46
justin,justin_____v,info,0,0,1740173520,2025-02-21 16:32:00,perfume,sorpresa,4,2025-02-21 16:32:00
yaircito,yairps5,,0,0,1740173489,2025-02-21 16:31:29,perfume,satisfaccion,3,2025-02-21 16:31:29
revolu90,revolu90,precio?,0,0,1740173471,2025-02-21 16:31:11,perfume,sorpresa,7,2025-02-21 16:31:11
javii_,sxtreex,rait lo es todo,0,0,1740173399,2025-02-21 16:29:59,perfume,decepcion,15,2025-02-21 16:29:59
jack,jack_280598,perfume,0,0,1740173043,2025-02-21 16:24:03,perfume,confusion,7,2025-02-21 16:24:03
alex cc,alex.cc.q,barara es deli deli,0,0,1740172620,2025-02-21 16:17:00,perfume,consulta,19,2025-02-21 16:17:00
joss ,velardejoss,y los jacintos van a buscar el perfume  yo con mi axe de 10soles les gano,0,0,1740172590,2025-02-21 16:16:30,perfume,consulta,73,2025-02-21 16:16:30
richard,user84512223528115,perfume,0,0,1740172581,2025-02-21 16:16:21,perfume,sorpresa,7,2025-02-21 16:16:21
edu flores,eduflores26,perfume,0,0,1740172206,2025-02-21 16:10:06,perfume,consulta,7,2025-02-21 16:10:06
jroman7riquelme10,roman7riquelme10,mu poquito perfume pones en los decants ,0,0,1740171764,2025-02-21 16:02:44,perfume,consulta,40,2025-02-21 16:02:44
guille_vento,guille_vr4,@wenceslao reyes,0,0,1740171611,2025-02-21 16:00:11,perfume,testimonio,16,2025-02-21 16:00:11
cris art,cristarts,,0,0,1740171522,2025-02-21 15:58:42,perfume,frustracion,3,2025-02-21 15:58:42
 ,victorjmaley,perfume,0,0,1740171277,2025-02-21 15:54:37,perfume,sorpresa,7,2025-02-21 15:54:37
piriloco,piriloco,perfume,0,0,1740171135,2025-02-21 15:52:15,perfume,testimonio,7,2025-02-21 15:52:15
benjamin santamaria,bensf15,precio ?,0,0,1740170773,2025-02-21 15:46:13,perfume,entusiasmo,8,2025-02-21 15:46:13
~victor ,vichito19,cual es el precio,0,0,1740170541,2025-02-21 15:42:21,perfume,decepcion,17,2025-02-21 15:42:21
pukapikante,pukapikante,solo porque lo dice esa flaca...ya todos quieren ese perfume,0,0,1740170525,2025-02-21 15:42:05,perfume,consulta,60,2025-02-21 15:42:05
pablocp,pablocisnerospala,confirmo gente ese perfume pega bien. ,0,0,1740170480,2025-02-21 15:41:20,perfume,consulta,38,2025-02-21 15:41:20
el fabri,fabrirojas59,,0,0,1740169654,2025-02-21 15:27:34,perfume,satisfaccion,3,2025-02-21 15:27:34
el fabri,fabrirojas59,,0,0,1740169652,2025-02-21 15:27:32,perfume,sorpresa,3,2025-02-21 15:27:32
alex bances,alexxbances,khamra o 9pm ?,0,2,1740169452,2025-02-21 15:24:12,perfume,entusiasmo,14,2025-02-21 15:24:12
lalo,lalo22396,olor a atun,0,0,1740169337,2025-02-21 15:22:17,perfume,decepcion,11,2025-02-21 15:22:17
roberto carlos ,rcdazzle,precio,0,0,1740169039,2025-02-21 15:17:19,perfume,frustracion,6,2025-02-21 15:17:19
gustavo2023,gustavorioshuerta,precio,0,0,1740168917,2025-02-21 15:15:17,perfume,confusion,6,2025-02-21 15:15:17
carlos daniel antonio salvador,carlosdaniel01.01.23,info,0,0,1740168882,2025-02-21 15:14:42,perfume,queja,4,2025-02-21 15:14:42
rodito,rodito73,informacion y peecio,0,0,1740168515,2025-02-21 15:08:35,perfume,consulta,20,2025-02-21 15:08:35
paolo ,paolo2288,precio,0,0,1740168321,2025-02-21 15:05:21,perfume,satisfaccion,6,2025-02-21 15:05:21
r,r_vlood,el perfume perfecto para gomear a tu novia ,0,0,1740168058,2025-02-21 15:00:58,perfume,consulta,43,2025-02-21 15:00:58
earonil27,earonil27,,0,0,1740168039,2025-02-21 15:00:39,perfume,consulta,3,2025-02-21 15:00:39
alejandro_.,alejandro_xit7,es confiables ?,0,0,1740167694,2025-02-21 14:54:54,perfume,decepcion,15,2025-02-21 14:54:54
jfranssuavf,jhon1108vf,perfume,0,0,1740167664,2025-02-21 14:54:24,perfume,sorpresa,7,2025-02-21 14:54:24
soliman bladimir dp,soliman_1985,perfume,0,0,1740167593,2025-02-21 14:53:13,perfume,satisfaccion,7,2025-02-21 14:53:13
davidsof37,davidsof37,perfume,0,0,1740167182,2025-02-21 14:46:22,perfume,confusion,7,2025-02-21 14:46:22
jonathan ,jjonathanco,perfume,0,0,1740166465,2025-02-21 14:34:25,perfume,consulta,7,2025-02-21 14:34:25
alexander,alexmezapacheco,precio??,0,0,1740166300,2025-02-21 14:31:40,perfume,confusion,8,2025-02-21 14:31:40
david c,daavid.fxo,info,0,0,1740166189,2025-02-21 14:29:49,perfume,satisfaccion,4,2025-02-21 14:29:49
.,user5241597109268,preciooo,0,0,1740165546,2025-02-21 14:19:06,perfume,entusiasmo,8,2025-02-21 14:19:06
jesusmory3,jesusmory3,infooooooo,0,0,1740165478,2025-02-21 14:17:58,perfume,frustracion,10,2025-02-21 14:17:58
cristhian arturo ma,cristhian.arturo5,perfume,0,0,1740165372,2025-02-21 14:16:12,perfume,sorpresa,7,2025-02-21 14:16:12
24 horas,24horas2k,soy fiel al limon del mercado mas riko y barato,0,0,1740165187,2025-02-21 14:13:07,perfume,consulta,47,2025-02-21 14:13:07
alexfpp,afernandopp,precio,0,0,1740164934,2025-02-21 14:08:54,perfume,decepcion,6,2025-02-21 14:08:54
antony roman,userqdsux91zwq,"sean sinceros, ese o el heno de pravia??",0,0,1740164837,2025-02-21 14:07:17,perfume,satisfaccion,40,2025-02-21 14:07:17
alfro,alfro188,precio,0,0,1740164720,2025-02-21 14:05:20,perfume,consulta,6,2025-02-21 14:05:20
bellezacaporal,bellezacaporals,costo,0,0,1740164583,2025-02-21 14:03:03,perfume,entusiasmo,5,2025-02-21 14:03:03
paul cordova,paulchuky,precio,0,0,1740164376,2025-02-21 13:59:36,perfume,consulta,6,2025-02-21 13:59:36
cris_.018,cris_.018,perfume,0,0,1740164255,2025-02-21 13:57:35,perfume,confusion,7,2025-02-21 13:57:35
fenix fc.,fenixfc11,perfume,0,0,1740164177,2025-02-21 13:56:17,perfume,frustracion,7,2025-02-21 13:56:17
david granados,david.granados7i,precio,0,0,1740163800,2025-02-21 13:50:00,perfume,satisfaccion,6,2025-02-21 13:50:00
rolandoh camiones seminuevos d,rolandohcamionessn,precio ?,0,0,1740163707,2025-02-21 13:48:27,perfume,entusiasmo,8,2025-02-21 13:48:27
wilberth cruz hallasi,wilberthcruzhalla,perfume y precio,0,0,1740163685,2025-02-21 13:48:05,perfume,entusiasmo,16,2025-02-21 13:48:05
habla causa,b05007,informacion,0,0,1740163393,2025-02-21 13:43:13,perfume,satisfaccion,11,2025-02-21 13:43:13
jorge-espinoza,jorgeespinoza1104,perfume,0,0,1740162147,2025-02-21 13:22:27,perfume,decepcion,7,2025-02-21 13:22:27
diego mormontoy,diegomormontoy,perfume,0,0,1740161994,2025-02-21 13:19:54,perfume,confusion,7,2025-02-21 13:19:54
grone,grone167,perfume,0,0,1740161988,2025-02-21 13:19:48,perfume,decepcion,7,2025-02-21 13:19:48
alonzo a.r,alonxo182,precio ,0,0,1740161933,2025-02-21 13:18:53,perfume,confusion,7,2025-02-21 13:18:53
jos,maikhermantraut,"alguien sabe de alguno parecido a no limits, color azul era de unique",0,1,1740161894,2025-02-21 13:18:14,perfume,consulta,69,2025-02-21 13:18:14
@ezammir,ezammir,perfume gooo,0,0,1740161685,2025-02-21 13:14:45,perfume,sorpresa,12,2025-02-21 13:14:45
reggaeton net,reggaetonnet,perfume,0,0,1740161514,2025-02-21 13:11:54,perfume,satisfaccion,7,2025-02-21 13:11:54
tit tit,tittit164,no me importa la opinion de ella,0,0,1740161264,2025-02-21 13:07:44,perfume,sorpresa,32,2025-02-21 13:07:44
ronald,chvltoronald25,perfume,0,0,1740161146,2025-02-21 13:05:46,perfume,decepcion,7,2025-02-21 13:05:46
juda,juancarlosipanaqu6,precio,0,0,1740160744,2025-02-21 12:59:04,perfume,consulta,6,2025-02-21 12:59:04
hans ,hansgamarra25,precio,0,0,1740159958,2025-02-21 12:45:58,perfume,confusion,6,2025-02-21 12:45:58
victor avilez,victoravilezlo,info porfa,0,0,1740159586,2025-02-21 12:39:46,perfume,queja,10,2025-02-21 12:39:46
joseph se,josephmusic26,hola precio?,0,0,1740159527,2025-02-21 12:38:47,perfume,testimonio,12,2025-02-21 12:38:47
jhordangt,jhordangaliffleon,precio,0,0,1740159460,2025-02-21 12:37:40,perfume,consulta,6,2025-02-21 12:37:40
chacon.fer,chacon.fer,precio,0,0,1740159174,2025-02-21 12:32:54,perfume,frustracion,6,2025-02-21 12:32:54
nicolas.ys,nicolas.ys,precio,0,0,1740159037,2025-02-21 12:30:37,perfume,sorpresa,6,2025-02-21 12:30:37
angel raul,iangelraul,perfume,0,0,1740158982,2025-02-21 12:29:42,perfume,satisfaccion,7,2025-02-21 12:29:42
natsss  ,antonellanataly,quiero comprar un poquito para ver que tal donde pago,0,0,1740158750,2025-02-21 12:25:50,perfume,satisfaccion,53,2025-02-21 12:25:50
christopher silva gi,negan1996,esencia d epegalo.,0,0,1740158482,2025-02-21 12:21:22,perfume,queja,18,2025-02-21 12:21:22
jaime david manayay azabache,jaimedavidmanayay,precio,0,0,1740158197,2025-02-21 12:16:37,perfume,satisfaccion,6,2025-02-21 12:16:37
jose eduardo,duffeduardo,ese perfume tambien me hara pegarle a mi novia?,0,0,1740158028,2025-02-21 12:13:48,perfume,satisfaccion,47,2025-02-21 12:13:48
lobito,modawolves,mejor uso mi perfume legendario agugu,0,0,1740155818,2025-02-21 11:36:58,perfume,frustracion,37,2025-02-21 11:36:58
fit2025,tripsintheworld,info ???,0,0,1740155734,2025-02-21 11:35:34,perfume,satisfaccion,8,2025-02-21 11:35:34
mr.fifa,mr.fifa259,es el regalon de mujeres,0,0,1740155290,2025-02-21 11:28:10,perfume,frustracion,24,2025-02-21 11:28:10
jamil_ruiz7,jamil.edits.cr7,perfume,0,0,1740155258,2025-02-21 11:27:38,perfume,satisfaccion,7,2025-02-21 11:27:38
