user,user_id,text,like,reply_count,timestamp,fecha_legible,tipo_de_item,emocion
Vale,vale_3.40,"una preguntaa, cual me recomiendas si tengo piel mixta pero con granos? responde pofavo :(",0,0,1703178258,2023-12-21 12:04:18,producto-belleza,consulta
kassHermione,kasshermione,Como se q tipo de piel soy?,0,0,1703177028,2023-12-21 11:43:48,producto-belleza,entusiasmo
🫧⋆｡‧˚ʚ 𝑱𝑨𝒁𝑴𝑰𝑵 ᪲᪲ɞ˚‧｡⋆🌷,_rosse.cutte_,yo tengo una piel seca cual necesito,0,0,1703171136,2023-12-21 10:05:36,producto-belleza,entusiasmo
no,no179025,Ami cerave me arruinó la cara,0,0,1702955517,2023-12-18 22:11:57,producto-belleza,entusiasmo
A,aangeloordinola15,pero como se que tipo de piel tengo,0,0,1702952841,2023-12-18 21:27:21,producto-belleza,entusiasmo
eli,ellysbth6,yo iba a comprar el primero porque no sabía mejor compro el tercero pq soy piel grasa😭😭,0,0,1702923227,2023-12-18 13:13:47,producto-belleza,consulta
milagros planas,francis181289,yo tengl mucha piel grasa,0,0,1702698686,2023-12-15 22:51:26,producto-belleza,entusiasmo
Oliver_Aquin0™,gabriela_escalera9750,uta,1,0,1704071098,2023-12-31 20:04:58,producto-belleza,entusiasmo
ɢᴜᴇʀʀᴇʀᴏ ᴀɴɢᴇʟ,guerrero.sx,la crema Careve,0,0,1720391083,2024-07-07 17:24:43,producto-belleza,entusiasmo
CeraVe,cerave,💚💙💚,29,0,1702583206,2023-12-14 14:46:46,producto-belleza,entusiasmo
Danna,dannaguillen78,@Westly Goussen,7,0,1706155143,2024-01-24 22:59:03,producto-belleza,entusiasmo
adgeee,4dgeee_,@K,0,2,1706645524,2024-01-30 15:12:04,producto-belleza,entusiasmo
stefisita,stefisita_,@Ivis creo q este video fue el q le salió a mi papá JAJAJAJJAA,1,2,1703359804,2023-12-23 14:30:04,producto-belleza,testimonio
xclaudia_v,_ww_20val,@Pelitos👱‍♀️,0,1,1708009952,2024-02-15 10:12:32,producto-belleza,entusiasmo
bows_butiique,bows_butiique,@Brendita De Martinez,1,1,1706175416,2024-01-25 04:36:56,producto-belleza,entusiasmo
Mon,monseavargass,@Jey yo quiero el verde 😔,0,1,1706701715,2024-01-31 06:48:35,producto-belleza,entusiasmo
wtf,ftex_jejej,@katty,0,1,1706660011,2024-01-30 19:13:31,producto-belleza,entusiasmo
Clara Miranda Catiri,claramiranda0812,@InpherNox,0,0,1706459066,2024-01-28 11:24:26,producto-belleza,entusiasmo
Dafne Rico,dafnerico7,@Brandon Schez Cso,0,1,1706428226,2024-01-28 02:50:26,producto-belleza,entusiasmo
Naye🐍❤️,ttare75,@3CS225 me lo compré,1,1,1703798666,2023-12-28 16:24:26,producto-belleza,entusiasmo
Joseline Cerrato🦋,sue_cerrato,@Alii Aguiriano,1,1,1703725182,2023-12-27 19:59:42,producto-belleza,entusiasmo
Ivett Justo,ivettjusto,@JhOn Huber 😳,2,0,1707845076,2024-02-13 12:24:36,producto-belleza,entusiasmo
mpvictor83,tary2652,🙏,1,0,1716075318,2024-05-18 18:35:18,producto-belleza,entusiasmo
Mary☆¡!,espam.mesmorollolover,😬😬😬,1,0,1715973548,2024-05-17 14:19:08,producto-belleza,entusiasmo
Mary☆¡!,espam.mesmorollolover,😭😭😭,1,0,1715973541,2024-05-17 14:19:01,producto-belleza,entusiasmo
Mary☆¡!,espam.mesmorollolover,❤️❤️❤️,1,0,1715973534,2024-05-17 14:18:54,producto-belleza,entusiasmo
Y'T,yinethtorrado5,@Jackeline Ortega,1,0,1713375715,2024-04-17 12:41:55,producto-belleza,entusiasmo
🐿Dalita🐿🇲🇽,dalijrz1,@Mágico Armenta,1,0,1712195832,2024-04-03 20:57:12,producto-belleza,entusiasmo
veterano_ff_88,veterano_ff_88,👑👑👑,1,0,1710110110,2024-03-10 17:35:10,producto-belleza,entusiasmo
kervin agüero barreto,kervinjab,@maryanncvasquez,1,0,1710026308,2024-03-09 18:18:28,producto-belleza,entusiasmo
stefi,stefibelen2,@Mariangela Salas09,1,0,1709584917,2024-03-04 15:41:57,producto-belleza,entusiasmo
Estefanny Márquez,estefannym13,@Sele Márquez,1,0,1709535761,2024-03-04 02:02:41,producto-belleza,entusiasmo
🐽💖,roshay08,@SarahAF,1,0,1709143223,2024-02-28 13:00:23,producto-belleza,entusiasmo
jalejandro,jalejandro77,@Elisa Hernandez,1,0,1708441723,2024-02-20 10:08:43,producto-belleza,entusiasmo
𝒎𝒊𝒄𝒉𝒉𝒉★,michh.br,@DORITOSS,1,0,1708287457,2024-02-18 15:17:37,producto-belleza,entusiasmo
Maria,user735554245,😁😁😁,1,0,1707847137,2024-02-13 12:58:57,producto-belleza,entusiasmo
Very_D_Salinas,very_d_salinas,@Beba❤️,1,0,1707769183,2024-02-12 15:19:43,producto-belleza,entusiasmo
Vanessa Castellanos ,vanessacastellanosalvar0,🥰,1,0,1707716113,2024-02-12 00:35:13,producto-belleza,entusiasmo
Camila,camila.amores_,😱😱😱,1,0,1707596135,2024-02-10 15:15:35,producto-belleza,entusiasmo
Maria Garcia Alvarado,mariagarciaalvara,@garciamoni🫶🏼 👍👍,1,0,1707526488,2024-02-09 19:54:48,producto-belleza,entusiasmo
user3918199348296,emedo1607,🥰🥰🥰,1,0,1707272450,2024-02-06 21:20:50,producto-belleza,entusiasmo
Dagg Vela,daggvela,@Victor Escamilla,1,0,1706766202,2024-02-01 00:43:22,producto-belleza,entusiasmo
kera🎀,3.perez__,@222,1,0,1706676080,2024-01-30 23:41:20,producto-belleza,entusiasmo
Y U N 🌻,gene_yune,😫😫😫,1,0,1706479241,2024-01-28 17:00:41,producto-belleza,entusiasmo
Ary Candelario,arycandelario,@luisss el utimo,1,0,1706403882,2024-01-27 20:04:42,producto-belleza,entusiasmo
fabyy_h7714,yeraldin_7714,@Alejandro,1,0,1706324904,2024-01-26 22:08:24,producto-belleza,entusiasmo
alfredo117lc7,alfredodleon1171,@.,1,0,1706214301,2024-01-25 15:25:01,producto-belleza,entusiasmo
Aracelis vega ,user7367115857570,😳😳😳,1,0,1706103708,2024-01-24 08:41:48,producto-belleza,entusiasmo
💙,nahuu1993,@Leidy Lopez,1,0,1706072362,2024-01-23 23:59:22,producto-belleza,entusiasmo
CINTHIA-MV,cinthia.v2,👍👍👍,1,0,1706019646,2024-01-23 09:20:46,producto-belleza,entusiasmo
Zulma Lobato,zul_mac,🥰🥰🥰,1,0,1705982024,2024-01-22 22:53:44,producto-belleza,entusiasmo
orianakp,987ok76,❤️❤️❤️,1,0,1705888177,2024-01-21 20:49:37,producto-belleza,entusiasmo
Sтєƒαηу Aηcαנιмα 🎀,faviana_steef,@BRENDA🌊🍷,1,0,1705848601,2024-01-21 09:50:01,producto-belleza,entusiasmo
Típicos González,tipicos_gonzalez,@Lesly Gonzalez @Aydali,1,0,1705811144,2024-01-20 23:25:44,producto-belleza,entusiasmo
Helen Gutierrez🦋,helengtz9,@FRANCOS,1,0,1705651216,2024-01-19 03:00:16,producto-belleza,entusiasmo
CamiloMarín17,cristancho.777,@Liseth mor donde se pueden comprar?,1,0,1705628603,2024-01-18 20:43:23,producto-belleza,consulta
Garcia💋,naydelin_garciia,@😎,1,0,1705518580,2024-01-17 14:09:40,producto-belleza,entusiasmo
Erika E Antonella,erikaantonella99,@rubenaarias140 quiero la 3ra,1,0,1704561851,2024-01-06 12:24:11,producto-belleza,entusiasmo
☄️...AnaLu...☄️,aaanastacioo30,@the_yuslady👒,1,0,1704485326,2024-01-05 15:08:46,producto-belleza,entusiasmo
Roxana Reyes,roxanareyes723,@Dani 😮‍💨,1,0,1704378146,2024-01-04 09:22:26,producto-belleza,entusiasmo
user93929727281,user93929727281,@Brandito,1,0,1703995538,2023-12-30 23:05:38,producto-belleza,entusiasmo
Lluvia💌,lluvia_bruh,@Marlene🎀,1,0,1703909228,2023-12-29 23:07:08,producto-belleza,entusiasmo
Daniel Dorantes,dorantesds,@lex,1,0,1703832305,2023-12-29 01:45:05,producto-belleza,entusiasmo
🦋,yose24._,@Leslie Calderon ❤️,1,0,1703712204,2023-12-27 16:23:24,producto-belleza,entusiasmo
Dxniel Core,dxnielcore,@Angela Emil,1,0,1703675917,2023-12-27 06:18:37,producto-belleza,entusiasmo
user3845732881452,m.jany92,@Windy,1,0,1702923546,2023-12-18 13:19:06,producto-belleza,entusiasmo
Yashira Marie Padill,marieyashi,@𝙺𝚒𝚊𝚛𝚊🏎️ ¹⁶,1,0,1702917506,2023-12-18 11:38:26,producto-belleza,entusiasmo
Abril González3368,abrilgb_4,@Sara González,1,0,1702859149,2023-12-17 19:25:49,producto-belleza,entusiasmo
👑kassandra👑,olenkachavez,@portilladaier,1,0,1702743308,2023-12-16 11:15:08,producto-belleza,entusiasmo
Solimar ❤,soljorel,@The_killer_queen13,1,0,1702637980,2023-12-15 05:59:40,producto-belleza,entusiasmo
mayu🦋🦋,mayu_06_c,🥰,0,0,1746049505,2025-04-30 16:45:05,producto-belleza,entusiasmo
JesseManolo,jessemanolo6,😌😌😌,0,0,1745883093,2025-04-28 18:31:33,producto-belleza,entusiasmo
maggy9072,maggy9072,🥰,0,0,1745823453,2025-04-28 01:57:33,producto-belleza,entusiasmo
fandrade,fahanie391,🙏,0,0,1745737519,2025-04-27 02:05:19,producto-belleza,entusiasmo
Joanda  🌹,joandavargas,🤣,0,0,1743204663,2025-03-28 18:31:03,producto-belleza,entusiasmo
🎀Ruby🌺,ruby_v080,😁,0,0,1742843114,2025-03-24 14:05:14,producto-belleza,entusiasmo
Paola,scarlithpl,😂😂😂,0,0,1742216654,2025-03-17 08:04:14,producto-belleza,entusiasmo
Stephanie Luna Olvera,amoreslunanegrete,😁,0,0,1741701374,2025-03-11 08:56:14,producto-belleza,entusiasmo
la bebabella,lis.karinaa,❤️,0,0,1741582460,2025-03-09 23:54:20,producto-belleza,entusiasmo
Yismeiri 👹👣,lil_yii6,😂,0,0,1740974888,2025-03-02 23:08:08,producto-belleza,entusiasmo
Monica 🦋🩵,monicacondorinina8,🥰,0,0,1740839081,2025-03-01 09:24:41,producto-belleza,entusiasmo
Perla Vega,perlavega82,😁,0,0,1740705059,2025-02-27 20:10:59,producto-belleza,entusiasmo
_𝓙𝓞𝓮𝓶𝓮𝓵𝓲𝓻𝓪𝓶𝓸𝓼👸🤍,joemeli_ramos,♥️♥️♥️,0,0,1740280025,2025-02-22 22:07:05,producto-belleza,entusiasmo
yair_oficial20,romantic_oficial1,🥺🥺🥺,0,0,1740127259,2025-02-21 03:40:59,producto-belleza,entusiasmo
Gene✨,geness60,❤️,0,0,1740094333,2025-02-20 18:32:13,producto-belleza,entusiasmo
Gene✨,geness60,😏,0,0,1740094340,2025-02-20 18:32:20,producto-belleza,entusiasmo
katyflores.2005,katyflores.2005,😂,0,0,1739748366,2025-02-16 18:26:06,producto-belleza,entusiasmo
v_132702_,v_132702_,😂😂😂,0,0,1739311263,2025-02-11 17:01:03,producto-belleza,entusiasmo
Danielabb,danielamelgar62,🤔,0,0,1737341654,2025-01-19 21:54:14,producto-belleza,entusiasmo
Verónica,veronicasole1977,🥰,0,0,1736898562,2025-01-14 18:49:22,producto-belleza,entusiasmo
Juan Challco Soto,juan.challco.soto,😂,0,0,1736827316,2025-01-13 23:01:56,producto-belleza,entusiasmo
^w^,valu_wi,✨,0,0,1736787553,2025-01-13 11:59:13,producto-belleza,entusiasmo
werita 🤍,werita.w,🥺,0,0,1734210317,2024-12-14 16:05:17,producto-belleza,entusiasmo
@lucero_alvarado9,lucerolunaac111,😞,0,0,1733807097,2024-12-10 00:04:57,producto-belleza,entusiasmo
🫶🏼 .LD. ♉♡',ld180592,😁,0,0,1732748248,2024-11-27 17:57:28,producto-belleza,entusiasmo
🫶🏼 .LD. ♉♡',ld180592,🥰,0,0,1732748251,2024-11-27 17:57:31,producto-belleza,entusiasmo
alee,4lexa_05,😁😁😁,0,0,1731980004,2024-11-18 20:33:24,producto-belleza,entusiasmo
Zury Salmeron,zurysalmeron,😍😍😍,0,0,1726648547,2024-09-18 03:35:47,producto-belleza,entusiasmo
user63065481121735,user63065481121735,@Alex,0,0,1724564145,2024-08-25 00:35:45,producto-belleza,entusiasmo
AMBITAR 👑,__marie.0,@ROSMERY😌,0,0,1713724959,2024-04-21 13:42:39,producto-belleza,entusiasmo
marbi_diaz,marbidiazsalazar,@Mily,0,0,1710793175,2024-03-18 15:19:35,producto-belleza,entusiasmo
Xio_15,xio_15050,@✌🏻,0,0,1710212141,2024-03-11 21:55:41,producto-belleza,entusiasmo
Lily Arriaga,lily_arriaga20,@Lucy Arriaga vea,0,0,1709579443,2024-03-04 14:10:43,producto-belleza,entusiasmo
Rc,jeanoc11,@Michell Ortiz,0,0,1709574002,2024-03-04 12:40:02,producto-belleza,entusiasmo
natt,just.ng4,@Ronald Goya ,0,0,1709477368,2024-03-03 09:49:28,producto-belleza,entusiasmo
𝓗𝓮𝓷𝓻𝔂𝔂🔥,anahel94,@tatty😍,0,0,1708889853,2024-02-25 14:37:33,producto-belleza,entusiasmo
maryixramos0,maryixramos,😳,0,0,1708636579,2024-02-22 16:16:19,producto-belleza,entusiasmo
doki❤,angelicatrigourbina,❤️❤️❤️,0,0,1708544455,2024-02-21 14:40:55,producto-belleza,entusiasmo
Yanet Villalba209,yanetvillalba209,🥰🥰🥰,0,0,1708386287,2024-02-19 18:44:47,producto-belleza,entusiasmo
Yanet Villalba209,yanetvillalba209,❤️,0,0,1708386329,2024-02-19 18:45:29,producto-belleza,entusiasmo
Brissa,ashlypaaucitec202,@melkin,0,0,1707022082,2024-02-03 23:48:02,producto-belleza,entusiasmo
AntonioTrux,antonio.trux,@Virgisell,0,0,1706713921,2024-01-31 10:12:01,producto-belleza,entusiasmo
jessica rocha,victoriadealba2002,@Valeria_Mendez,0,0,1706702769,2024-01-31 07:06:09,producto-belleza,entusiasmo
gaticaesp19,gaticaesp,@Michelle,0,0,1706672884,2024-01-30 22:48:04,producto-belleza,entusiasmo
Romi,zazaaa0608,@Meli,0,0,1706624888,2024-01-30 09:28:08,producto-belleza,entusiasmo
.,luthvba,@may look,0,0,1706556359,2024-01-29 14:25:59,producto-belleza,entusiasmo
Mixy Coment,mixycoment,@Celinda.a,0,0,1706540270,2024-01-29 09:57:50,producto-belleza,entusiasmo
🌺,29_mayita,@Camba,0,0,1706502022,2024-01-28 23:20:22,producto-belleza,entusiasmo
sandrafalcon407,sandrafalcon407,@Francisco,0,0,1706487726,2024-01-28 19:22:06,producto-belleza,entusiasmo
Enma🎀,enmiita_,@Marisol,0,0,1706470766,2024-01-28 14:39:26,producto-belleza,entusiasmo
xiomeli chumpitaz,xiomelichumpitaz,@Bea Chumpitaz,0,0,1706468213,2024-01-28 13:56:53,producto-belleza,entusiasmo
M I L D R E D 🩷,loopmildred,😳😳😳,0,0,1706456742,2024-01-28 10:45:42,producto-belleza,entusiasmo
Slidt,slidt.pe,@⚡🅰🅽🅳🆁🅴🅰⚡,0,0,1706381075,2024-01-27 13:44:35,producto-belleza,entusiasmo
Jordy_Cornejo,jordy_cornejo,@angiq11,0,0,1706286262,2024-01-26 11:24:22,producto-belleza,entusiasmo
Bryan OG,b...og20,@Mariel si tengo queratosis pilaris cual tengo que usar,0,0,1703635040,2023-12-26 18:57:20,producto-belleza,entusiasmo
_tokyoo40,_tokyoo40,@Yulianaaaaaa,0,1,1708551257,2024-02-21 16:34:17,producto-belleza,entusiasmo
Muw,ubietaa24,@Ale,1,1,1706090154,2024-01-24 04:55:54,producto-belleza,entusiasmo
Sc.7🦭,sc9058,@IHEAAU,1,1,1704419385,2024-01-04 20:49:45,producto-belleza,entusiasmo
Vanessa_uwur,vanessa_uwur,@suga1907,1,1,1703310284,2023-12-23 00:44:44,producto-belleza,entusiasmo
jonicitow,im_mr.hollywood,@𝓞.𝓜🌷,1,0,1709438728,2024-03-02 23:05:28,producto-belleza,entusiasmo
Davilavalentina08,davila0821,@nathasarrazola,1,0,1707780186,2024-02-12 18:23:06,producto-belleza,entusiasmo
Gaby Machin D.A.B.M,gabrielamachinlis,@A🫀,1,0,1707106459,2024-02-04 23:14:19,producto-belleza,entusiasmo
K E L I M,kelimsasha,@EspiManu,1,0,1706701597,2024-01-31 06:46:37,producto-belleza,entusiasmo
vxtorxax,.vxtorxax,@agu,1,0,1706466544,2024-01-28 13:29:04,producto-belleza,entusiasmo
MarianG,soymarian06,@Gigi,1,0,1705597072,2024-01-18 11:57:52,producto-belleza,entusiasmo
Miguelangel,miguelmar_777,@📷💥💫✨DRONE AVENTURA✨💫💥📷,1,0,1705072538,2024-01-12 10:15:38,producto-belleza,entusiasmo
𝐸𝓋𝒶,michram17,@Bianca Can,1,0,1705022035,2024-01-11 20:13:55,producto-belleza,entusiasmo
lau1826,lau18264,@lau,1,0,1703794505,2023-12-28 15:15:05,producto-belleza,entusiasmo
🧜🏼‍♀️𝓐𝓲𝓵𝓲𝓷🦋,aavp.06,@𝒮𝒽𝒶𝓃𝓉𝒶𝓁 🎀,1,0,1702763232,2023-12-16 16:47:12,producto-belleza,entusiasmo
Fernanda Reyes,fernanda.reyes775,@11:11🪬,0,0,1713019983,2024-04-13 09:53:03,producto-belleza,entusiasmo
Hồng Loan,thichmuadoshopee2,🥰🥰🥰,0,0,1710120972,2024-03-10 20:36:12,producto-belleza,entusiasmo
María_09,shunly_09,@noemi_m.v,0,0,1709992470,2024-03-09 08:54:30,producto-belleza,entusiasmo
..,nsoskwjsjjd9oq,una pregunta cómo se utiliza este me dicen porfa 😭 [photo],0,0,1723302050,2024-08-10 10:00:50,producto-belleza,entusiasmo
Katiuska Beltrán Díaz,katiuska.beltrn.d,cual me recomienda para piel sensible con marcas de acné,1,2,1702529246,2023-12-13 23:47:26,producto-belleza,testimonio
Dianis Mendoza,dianis2330,el cerave oil control me saco acne,1,1,1704208200,2024-01-02 10:10:00,producto-belleza,entusiasmo
Mary,m_jorge7,No les recomiendo para piel con acné 🥹,2,0,1703099899,2023-12-20 14:18:19,producto-belleza,entusiasmo
Seyla Nchama😎,baby_nchama07,Y si tengo la piel seca y con acné ?? Cual me recomienda,2,0,1702762649,2023-12-16 16:37:29,producto-belleza,confusion
Cg,alexander.gc17,si tengo piel grasa y con acné cual debo usar?,1,0,1708471885,2024-02-20 18:31:25,producto-belleza,entusiasmo
Bonitha7,domingues723671960,asen envíos a Guatemala,0,0,1708013699,2024-02-15 11:14:59,producto-belleza,entusiasmo
xclaudia_v,_ww_20val,@Pelitos👱‍♀️,0,1,1708009952,2024-02-15 10:12:32,producto-belleza,entusiasmo
Ramón 🌽🐧🌟🌵,ramon.lio,@Mariel si tengo piel grasa acne y manchas cual deberia usar?,0,0,1707970759,2024-02-14 23:19:19,producto-belleza,entusiasmo
rosariobaysoliz,rosariobaysoliz,donde puedo adquirir,0,0,1707967157,2024-02-14 22:19:17,producto-belleza,entusiasmo
Havi malik,havi_malik,donde lo puedo conseguir ?,0,0,1707961977,2024-02-14 20:52:57,producto-belleza,entusiasmo
santiago,santiagolizama8,hola disculpe el de piel con acné cuantas veces puedo me lo pongo,0,0,1707960468,2024-02-14 20:27:48,producto-belleza,entusiasmo
Jissetteee,jissette_28,Soy la única que el cerave le dio mas bolitas en su rostro,0,0,1707956925,2024-02-14 19:28:45,producto-belleza,entusiasmo
Cris🦋,cristinarom23,tengo poros abiertos normales debo ocupar el trasparente o el mixto a graso?,0,0,1707951389,2024-02-14 17:56:29,producto-belleza,entusiasmo
Ale 🖤,yamii.377,Ayudaaa,0,0,1707923665,2024-02-14 10:14:25,producto-belleza,entusiasmo
LovelyShopHn,lovelyshophn,Sabes donde comprarlo al por mayor en Estados Unidos,0,0,1707889943,2024-02-14 00:52:23,producto-belleza,entusiasmo
Yoka🥀,alondracastillo100,@Katheryn trenzas lo que necesitamos,0,0,1707883440,2024-02-13 23:04:00,producto-belleza,entusiasmo
F1 i love💗🏎️,ilove_f1_11,@yoselin _san juan,0,0,1707872874,2024-02-13 20:07:54,producto-belleza,entusiasmo
Amo a Dios 💗💗,milliedameli0_,"yo tengo el último ,pero tengo piel mixta me sirve?",0,0,1707869682,2024-02-13 19:14:42,producto-belleza,entusiasmo
yeiming8,yeiming8,en que tipos de ventas los puedo comprar?????,0,2,1707854037,2024-02-13 14:53:57,producto-belleza,consulta
Maria,user735554245,😁😁😁,1,0,1707847137,2024-02-13 12:58:57,producto-belleza,entusiasmo
🖤_🖤💀,kumi1_,yo necesito soy piel seca y con granitos 😭,0,0,1707839531,2024-02-13 10:52:11,producto-belleza,entusiasmo
Cami Farías,camilafarias1997,y la crema hidratante azul sería para todo tipo de piel?,0,0,1707836218,2024-02-13 09:56:58,producto-belleza,entusiasmo
M,manuelgodinez246,disculpa acomo cuesta,0,0,1707808898,2024-02-13 02:21:38,producto-belleza,entusiasmo
Less,less5178,y los productos Dr Rashel son buenos ?,0,0,1707796448,2024-02-12 22:54:08,producto-belleza,testimonio
Osmar Chimoy Gomez,osmarchimoygomez,Cómo se que tipo de piel tengo? 😢,0,0,1707789923,2024-02-12 21:05:23,producto-belleza,entusiasmo
Ivón 1530👉❤️,yuani257,quiero uno como ago para comunicarme,0,2,1707785643,2024-02-12 19:54:03,producto-belleza,entusiasmo
Carolina,moralohsek8,"Yo compré el primero y huele mucho a coco, seguramente por los tensioactivos",0,1,1707781676,2024-02-12 18:47:56,producto-belleza,entusiasmo
Carolina,moralohsek8,Yo creo que mi piel es seca y sensible y me compré la q es para grasa jaja mejor vean bien su tipo de piel 🤦🏼‍♀️,0,4,1707781562,2024-02-12 18:46:02,producto-belleza,testimonio
❤️🌻🎶,laredo27,❤️❤️❤️,0,0,1707773828,2024-02-12 16:37:08,producto-belleza,entusiasmo
Ingrid m,medinabetancourth,buenas una pregunta adónde la puedo comprar yo vivo en Bogotá,0,0,1707749953,2024-02-12 09:59:13,producto-belleza,consulta
Rubi Cutiri,rubicutiri,@andy,0,1,1707747318,2024-02-12 09:15:18,producto-belleza,entusiasmo
Maribel Gutierre2259,maribelgutierre36,donde lo ubico,0,1,1707743363,2024-02-12 08:09:23,producto-belleza,entusiasmo
Piel_CanelAaaa🫦.,johailin_1441,Soy la de acné 😞,0,0,1707715699,2024-02-12 00:28:19,producto-belleza,entusiasmo
W E N D Y 🦋 🦋,wendylopez7358,Donde lo Compra ?,0,0,1707714075,2024-02-12 00:01:15,producto-belleza,entusiasmo
Amy Flores🤍🥰,floresamy29,donde la puedo conseguir?🥹,0,1,1707702683,2024-02-11 20:51:23,producto-belleza,entusiasmo
Jazz_15p.,jaz_mdz16,@jose.lmv,0,0,1707697652,2024-02-11 19:27:32,producto-belleza,entusiasmo
Glo🦁,itssgloria_,yo leí que cerave testea con animales 😔,0,0,1707663993,2024-02-11 10:06:33,producto-belleza,entusiasmo
.,maa_stufii,Ayuda tengo piel seca y no se que productos ponerme sin daña mi cara baratos digan cuales porfavor 😭,0,0,1707648471,2024-02-11 05:47:51,producto-belleza,testimonio
rogerarmandosanti,rogerarmandosanti,"me confundí más , gracias igual",0,0,1707644399,2024-02-11 04:39:59,producto-belleza,entusiasmo
Marisoly -Perfumesbogotá 💸🤑,marisolypernia,"hermosa cual crema hidratante me recomienda , ya q estoy usando betarretin gel",0,0,1707631706,2024-02-11 01:08:26,producto-belleza,testimonio
Karly Quintero,karly.quintero2,"hola.
son gel de limpieza o lociones?",0,0,1707618148,2024-02-10 21:22:28,producto-belleza,entusiasmo
SOYLALA.T🎤,soylala_t,NECESITO TODOS😂,0,0,1707584500,2024-02-10 12:01:40,producto-belleza,entusiasmo
noemileon815,noemileon815,el último me saco acné cero lo recomiendo 😢,0,0,1707553635,2024-02-10 03:27:15,producto-belleza,entusiasmo
🙈🙉🙊,ddmaaa7,"holaaa, donde queda la tienda, he estado buscando el renewing SA cleanser hace mucho y no lo encuentro porfavor",0,0,1707543776,2024-02-10 00:42:56,producto-belleza,entusiasmo
អូនម៉ាប់🐷🫶🏻💗,kimchhean083,ហ្វូមល្អប្រើ👍,0,0,1707479485,2024-02-09 06:51:25,producto-belleza,entusiasmo
Marleny Niño,marleny.nio1,en dónde los consigo,0,0,1707433147,2024-02-08 17:59:07,producto-belleza,entusiasmo
💋Angélica Lebón🦋🍒🏺,angelica_lebonj,"pregunta 🤭 como se utiliza eso, es antes de irte a dormir, es solo para la cara o se utiliza el las mañanas, como explique me porfavor",0,0,1707429297,2024-02-08 16:54:57,producto-belleza,queja
Marleny Niño,marleny.nio1,buenas tardes donde se consigue en Bogotá,0,0,1707422290,2024-02-08 14:58:10,producto-belleza,entusiasmo
geraldin,geral_152628,buena tardes alguien me dice cuanto cuesta aqui en venezuela??,0,0,1707410241,2024-02-08 11:37:21,producto-belleza,entusiasmo
ojitos,ojitos14_26,Muy buena 🙂,0,0,1707398526,2024-02-08 08:22:06,producto-belleza,entusiasmo
frank,joshx7z,@sebastian,0,0,1707365469,2024-02-07 23:11:09,producto-belleza,entusiasmo
🤠🇵🇪🍼 MI BEA 🌵😘,trizbeapalpan,para la inscripción,0,0,1707347766,2024-02-07 18:16:06,producto-belleza,entusiasmo
🤠🇵🇪🍼 MI BEA 🌵😘,trizbeapalpan,información,0,0,1707347756,2024-02-07 18:15:56,producto-belleza,entusiasmo
Leonardo Aybar,leonardoaybar,"yo tengo puntos negros en la nariz y por mi piel grasa a veces me sale granitos en la cara, debería usar el azul ? o el verde ?",0,0,1707333674,2024-02-07 14:21:14,producto-belleza,testimonio
JC,j_cossio_o,Algún contacto para comprar ?,0,0,1707331278,2024-02-07 13:41:18,producto-belleza,consulta
Josue Garcia,josuegarcia880,Para personas con diabetes,0,0,1707282291,2024-02-07 00:04:51,producto-belleza,entusiasmo
@Tatiana_Carranza,tati_carranza.15.12,"yo tengo piel mixta pero con puntos negros en la nariz , cuál cerave me recomiendan",0,0,1707278926,2024-02-06 23:08:46,producto-belleza,entusiasmo
gabriela Valladares.,gabivalladares228,precio mexicano porfa,0,0,1707275471,2024-02-06 22:11:11,producto-belleza,entusiasmo
urse,quier0_pn,cual le sirve tengo granitos y piel grasosa [weep],0,0,1707270724,2024-02-06 20:52:04,producto-belleza,entusiasmo
italo@.com,yacilahuanacas,precio,0,0,1707270240,2024-02-06 20:44:00,producto-belleza,entusiasmo
R,dy.reyess,"que me recomiendas, si soy piel seca-sensible y me salen granitos en la barbilla y cachetes?",0,0,1707263982,2024-02-06 18:59:42,producto-belleza,consulta
sxbqswhjg,sxbqswhjg,"Ufff, por fin alguién explica cada uno y para que tipo de piel es, y bueno yo soy de piel mixta",0,0,1707246311,2024-02-06 14:05:11,producto-belleza,entusiasmo
🇩🇿💕💕,lxx.xj,ترجمة من فضلك,0,0,1707198485,2024-02-06 00:48:05,producto-belleza,entusiasmo
José Remache,joseremache3,Y como sé que piel soy jaj ?,0,0,1707196237,2024-02-06 00:10:37,producto-belleza,entusiasmo
Edgar,migueltoledano,Algún tipo de crema para piel grasa,0,0,1707177934,2024-02-05 19:05:34,producto-belleza,entusiasmo
✨🐼 EVAN JOSE 🦁💚,evanjlm001,"@Andrés :) Aquí sabrás cuál es mejor para tu tipo de piel, según yo Cerave Renewing es el que necesitas, pero échale un ojo y mira cuál te gusta 😊",0,0,1707152107,2024-02-05 11:55:07,producto-belleza,satisfaccion
Esmeralda,esmeralda._ramirez0,en donde las encuentro??,0,0,1707140044,2024-02-05 08:34:04,producto-belleza,entusiasmo
Patricio Bill,patriciobillyx,"Tienes un video de cómo saber cuál es tu tipo de piel. Me aparecen mucho estos videos, pero no se que tipo de piel tengo",0,0,1707101774,2024-02-04 21:56:14,producto-belleza,entusiasmo
AndrésD 🐙🐙,andrsd75,precio ?,0,0,1707094046,2024-02-04 19:47:26,producto-belleza,entusiasmo
