user,user_id,text,like,reply_count,timestamp,fecha_legible,tipo_de_item,emocion,comment_length,time,word_count,bert_sentiment
ₚ⍳٥ᵏₚ⍳٥ᵏ,ssae__,"una pregunta, puedo usar 2 cremas a la vez? obviamente no me refiero a echarme las 2 al mismo tiempo, solo que si puedo usar las 2 por ejemplo una en la mañana y otra en la noche",0,0,1713395522,2024-04-17 18:12:02,producto-belleza,testimonio,178,2024-04-17 18:12:02,38,neutral
...,zzferozz,cuanto valen más o menos?,0,0,1713370117,2024-04-17 11:08:37,producto-belleza,entusiasmo,25,2024-04-17 11:08:37,5,neutral
Kenny 👨🏽‍🦯,callme_daaddy,"Tengo piel con textura pero no es grasa, entonces cuál debo usar",0,0,1713292763,2024-04-16 13:39:23,producto-belleza,testimonio,64,2024-04-16 13:39:23,12,neutral
Lu🍓,luciana_gem,Y para puntos negros pero piel mixta?,0,0,1712715949,2024-04-09 21:25:49,producto-belleza,entusiasmo,37,2024-04-09 21:25:49,7,neutral
ɴɪᴄᴏʟᴇ💖,nick..y.mas,hola también es para pieles sensibles y para granitos?,0,0,1712549776,2024-04-07 23:16:16,producto-belleza,entusiasmo,54,2024-04-07 23:16:16,9,neutral
BuunyL,bunny_l75,Puedo usar dos de esos mismos? Esque me salen muchos puntos negros en mi nariz,0,0,1712459562,2024-04-06 22:12:42,producto-belleza,testimonio,78,2024-04-06 22:12:42,15,neutral
ska,karladominguez876,Cual es el de uso diario,0,0,1712380758,2024-04-06 00:19:18,producto-belleza,testimonio,24,2024-04-06 00:19:18,6,neutral
Mi Estylo,miestylo0,tengo piel mixta cn poros dilatados q debo usar,0,0,1712056904,2024-04-02 06:21:44,producto-belleza,testimonio,47,2024-04-02 06:21:44,9,neutral
MLG>>7🇵🇹🇨🇿,mario.lucas_,es verdad que sacan granitos?,0,0,1712037867,2024-04-02 01:04:27,producto-belleza,entusiasmo,30,2024-04-02 01:04:27,5,neutral
Yeison M,da_vidd09,Tengo parte de la nariz seca y su entorno uso el segundo?,0,0,1712019848,2024-04-01 20:04:08,producto-belleza,testimonio,57,2024-04-01 20:04:08,12,neutral
Tribilin,josem.arm,es como jabón en líquido?,0,0,1711844989,2024-03-30 19:29:49,producto-belleza,entusiasmo,25,2024-03-30 19:29:49,5,neutral
EdysC.Reyes,edysc.reyes,necesito saber donde puedo conseguirla y precio x favor,0,0,1711743876,2024-03-29 15:24:36,producto-belleza,entusiasmo,55,2024-03-29 15:24:36,9,neutral
yel,yelmacusichirinos,tendría que comprarme todo😔,0,0,1711673473,2024-03-28 19:51:13,producto-belleza,entusiasmo,27,2024-03-28 19:51:13,4,neutral
b r i b a r d a l e s,bribardales,"Tengo bastantes espinillas en mi nariz y mis poros están muy visibles, cuál uso?🥺",0,0,1711567072,2024-03-27 14:17:52,producto-belleza,testimonio,81,2024-03-27 14:17:52,14,neutral
Francisco Ortiz,francisco.ortiz814,cuánto cuesta,0,0,1711400303,2024-03-25 15:58:23,producto-belleza,entusiasmo,13,2024-03-25 15:58:23,2,neutral
mireyararamirez,mireyararamirez,hola cual me recetas para piel seca super seca,0,0,1711243493,2024-03-23 20:24:53,producto-belleza,entusiasmo,46,2024-03-23 20:24:53,9,neutral
Esposa de Bakugou,la_esposa_de_bakugou2005,Me compré un Cera Ve que se parece al Renewing en un puesto de un mercado y me da miedo de que me dañe la piel 😭,0,0,1711053891,2024-03-21 15:44:51,producto-belleza,entusiasmo,112,2024-03-21 15:44:51,27,neutral
Erick_vicente17,erick_vicente17,y si es piel normal pero solo con espinillas,0,0,1710267273,2024-03-12 13:14:33,producto-belleza,confusion,44,2024-03-12 13:14:33,9,neutral
Briana Belen,briana.belen2,dónde lo compro,0,0,1710231530,2024-03-12 03:18:50,producto-belleza,entusiasmo,15,2024-03-12 03:18:50,3,neutral
Yo te esperare bts 🥺🥰,user825516863441,cuánto cuesta el último,0,0,1710214840,2024-03-11 22:40:40,producto-belleza,entusiasmo,23,2024-03-11 22:40:40,4,neutral
johnpaco375,johnpaco375,cuál es buen apa los granos,0,0,1710211638,2024-03-11 21:47:18,producto-belleza,entusiasmo,27,2024-03-11 21:47:18,6,neutral
Dan Romero,dannromeroo17,yo tengo rosacea asi que cual seria perfectocpara mi,0,0,1710210606,2024-03-11 21:30:06,producto-belleza,entusiasmo,52,2024-03-11 21:30:06,9,neutral
cam,star._.qwqq,Yo solo tengo piel normal y nose cuál comprar 😭,0,0,1710190832,2024-03-11 16:00:32,producto-belleza,consulta,47,2024-03-11 16:00:32,10,neutral
RenataCambuston,renatacambuston,cera ve saca granos,0,0,1710111100,2024-03-10 17:51:40,producto-belleza,entusiasmo,19,2024-03-10 17:51:40,4,neutral
Max Sosa,max.sosa257,Cómo se qué tipo de piel tengo?,0,0,1710105316,2024-03-10 16:15:16,producto-belleza,entusiasmo,32,2024-03-10 16:15:16,7,neutral
Yais🤍,yais1_,Y para piel mixta,0,0,1710099004,2024-03-10 14:30:04,producto-belleza,entusiasmo,17,2024-03-10 14:30:04,4,neutral
Victoria_skincare 🇵🇪💞,victoria_skincare2,Cerave oil control lo amo🥰,0,0,1710046037,2024-03-09 23:47:17,producto-belleza,entusiasmo,26,2024-03-09 23:47:17,5,positive
Yeni 🐣💖,ayencholan3,gracias❤️,0,0,1710045087,2024-03-09 23:31:27,producto-belleza,entusiasmo,9,2024-03-09 23:31:27,1,positive
Izzi Szusano,izziszusano,Podrías hacer un video así de tipos de piel pero de cremas humectantes por favor!,0,0,1710007893,2024-03-09 13:11:33,producto-belleza,queja,81,2024-03-09 13:11:33,15,neutral
Eliza Hdz💜🏳️‍🌈,susy..hdz,en qué tienda de autoservicio puedo encontrar toda la línea de cerave?,0,0,1709989435,2024-03-09 08:03:55,producto-belleza,entusiasmo,70,2024-03-09 08:03:55,12,neutral
Mar_F,mariohdez84,En que tienda las encuntro??,0,0,1709962350,2024-03-09 00:32:30,producto-belleza,entusiasmo,28,2024-03-09 00:32:30,5,neutral
🤎💸,neyisra,dónde consiguo la piedra Gua sha,0,0,1709941975,2024-03-08 18:52:55,producto-belleza,entusiasmo,32,2024-03-08 18:52:55,6,neutral
Alex Slns,alex.slns8,soy de panamá dónde la consigo??,0,0,1709790980,2024-03-07 00:56:20,producto-belleza,entusiasmo,32,2024-03-07 00:56:20,6,neutral
Nepu,muchibumm,cerave me quemo la cara 😹,0,0,1709727581,2024-03-06 07:19:41,producto-belleza,entusiasmo,25,2024-03-06 07:19:41,6,neutral
solecito☀️✨,anylavadoaraujo,"yo tengo la piel mixta,más seca que grasa cuál me recomienda,ya que tengo melasma también",0,0,1709705944,2024-03-06 01:19:04,producto-belleza,testimonio,89,2024-03-06 01:19:04,15,neutral
JPier C P,pierchap,se puede usar 2?,0,0,1709695686,2024-03-05 22:28:06,producto-belleza,testimonio,16,2024-03-05 22:28:06,4,neutral
𝐦,ifss.miiizys,cual sirve para piel mixta grasa?,0,0,1709687224,2024-03-05 20:07:04,producto-belleza,entusiasmo,33,2024-03-05 20:07:04,6,neutral
Isabel☆💗☆💗☆,isabel697575cf1,cuanto vale,0,0,1709668557,2024-03-05 14:55:57,producto-belleza,entusiasmo,11,2024-03-05 14:55:57,2,neutral
Yansi López,yanil97,quien ya lo compro en México que me diga cuánto cuesta?,0,0,1709570599,2024-03-04 11:43:19,producto-belleza,entusiasmo,55,2024-03-04 11:43:19,11,neutral
Aura Melissa Serna,auramelissaserna,y el Cerave espumoso cuál para que serviría porfa? gracias,0,0,1709415878,2024-03-02 16:44:38,producto-belleza,entusiasmo,58,2024-03-02 16:44:38,10,neutral
Alisson Carrillo,alissonmc3,"Una pregunta, cambia el que es de eu y el que venden en mexico???",0,0,1709269194,2024-02-29 23:59:54,producto-belleza,entusiasmo,66,2024-02-29 23:59:54,14,neutral
Israel García,israelgarcia549,No se cual comprar 😢😢😢,0,0,1709252191,2024-02-29 19:16:31,producto-belleza,consulta,22,2024-02-29 19:16:31,5,negative
Ari,arirobles58,yo quiero una crema para quitarme la cicatriz del arañado que me hizo mi gato:(,0,0,1709179940,2024-02-28 23:12:20,producto-belleza,entusiasmo,79,2024-02-28 23:12:20,15,neutral
jordy,jordycepeda26,pero dónde venden que en las farmacias no hay 😳,0,0,1709171903,2024-02-28 20:58:23,producto-belleza,entusiasmo,47,2024-02-28 20:58:23,10,neutral
Angélica Suárez,keka20117,Hola yo ocupo el cerave OIL control al principio si me funcionaba pero ahora ya no sé si me puedes recomendar alguna crema o jabón 😊,0,0,1709153698,2024-02-28 15:54:58,producto-belleza,entusiasmo,132,2024-02-28 15:54:58,26,positive
JOSÉ    Q.R,jose.qr8,donde compro ese producto,0,0,1709130130,2024-02-28 09:22:10,producto-belleza,entusiasmo,25,2024-02-28 09:22:10,4,neutral
Mechi,mechi898,hola quetal quiero saber si alguna farmacia en el Paraguay lo tienen?,0,0,1709070622,2024-02-27 16:50:22,producto-belleza,entusiasmo,69,2024-02-27 16:50:22,12,neutral
Robert,robert63059,lo amo el mejor de lo mejor,0,0,1709014543,2024-02-27 01:15:43,producto-belleza,satisfaccion,27,2024-02-27 01:15:43,7,neutral
𝒟𝒶𝓎𝒶𝓃𝒶 𝒸𝒶𝓈𝓉𝓇𝑜,dc_castro23,Donde lo puedo conseguir en Colombia,0,0,1708978521,2024-02-26 15:15:21,producto-belleza,entusiasmo,36,2024-02-26 15:15:21,6,neutral
d͚a͚y͚s͚i͚,luzestrella335,precio,0,0,1708978146,2024-02-26 15:09:06,producto-belleza,entusiasmo,6,2024-02-26 15:09:06,1,neutral
Alejandro🐿,aleee90441,y si es normal cual devo usar,0,0,1708966699,2024-02-26 11:58:19,producto-belleza,entusiasmo,29,2024-02-26 11:58:19,7,neutral
rosaelenasanchez2,rosaelenasanchez2,donde lo compro en Venezuela,0,0,1708920776,2024-02-25 23:12:56,producto-belleza,entusiasmo,28,2024-02-25 23:12:56,5,neutral
Patricia Lacalle del Rey,user19255367,donde se compra?,0,0,1708893274,2024-02-25 15:34:34,producto-belleza,entusiasmo,16,2024-02-25 15:34:34,3,neutral
🏍️___GARCÍA ___ 🏍️,yiyigr68,en qué súper la puedo encontrar 🥺😍 xf??,0,0,1708886300,2024-02-25 13:38:20,producto-belleza,entusiasmo,39,2024-02-25 13:38:20,8,positive
🏍️___GARCÍA ___ 🏍️,yiyigr68,en qué súper la puedo encontrar 🥺😍 xf??,0,0,1708886300,2024-02-25 13:38:20,producto-belleza,entusiasmo,39,2024-02-25 13:38:20,8,positive
Jenny Martinez,jennymartinez624,Hola qué precio tienen cera ve para miel gracias,0,0,1708804316,2024-02-24 14:51:56,producto-belleza,entusiasmo,48,2024-02-24 14:51:56,9,neutral
Paloma La Paz779,palomita1000,para piel con rosácea,0,0,1708792312,2024-02-24 11:31:52,producto-belleza,entusiasmo,21,2024-02-24 11:31:52,4,neutral
𝐘,xsr0_yoelis,yo las necesito todas entonce,0,0,1708790607,2024-02-24 11:03:27,producto-belleza,entusiasmo,29,2024-02-24 11:03:27,5,neutral
Ander,...andxr,Y que pasa si compré el de piel seca a muy seca y mi piel ni es seca? no me pasa nada si lo uso a pesar de no ser del tipo de mi piel?,0,0,1708763054,2024-02-24 03:24:14,producto-belleza,entusiasmo,134,2024-02-24 03:24:14,35,neutral
ruru,ru_0912,sirve para cara también??,0,0,1708760684,2024-02-24 02:44:44,producto-belleza,entusiasmo,25,2024-02-24 02:44:44,4,neutral
angie,chelitalopez1408,adonde lo encuentro,0,0,1708753082,2024-02-24 00:38:02,producto-belleza,entusiasmo,19,2024-02-24 00:38:02,3,neutral
:),_jesuuspe01,precio en Perú?,0,0,1708750857,2024-02-24 00:00:57,producto-belleza,entusiasmo,15,2024-02-24 00:00:57,3,neutral
Neyli,_soyney,"tengo piel mixta y me equivoqué y compré el Cerave hidratante para piel seca, ¿lo podría usar?",0,0,1708745845,2024-02-23 22:37:25,producto-belleza,testimonio,94,2024-02-23 22:37:25,17,neutral
user3986502961791,user3986502961791,Donde se encuentra la tienda?,0,0,1708691431,2024-02-23 07:30:31,producto-belleza,entusiasmo,29,2024-02-23 07:30:31,5,neutral
lupiz ❤️,lupizz_peralta,Y tengo puntos negros y piel grasa tengo que comprar dos?,0,0,1708630111,2024-02-22 14:28:31,producto-belleza,consulta,57,2024-02-22 14:28:31,11,neutral
🫧Amci🫧,amci__,compre el primero pensando que hacía lo del segundo 😭,0,0,1708564803,2024-02-21 20:20:03,producto-belleza,entusiasmo,53,2024-02-21 20:20:03,10,neutral
Yuli,itsme_yuli.011,Y el antirrugosidades?,0,0,1708562169,2024-02-21 19:36:09,producto-belleza,entusiasmo,22,2024-02-21 19:36:09,3,neutral
Lilycita Tovar,lilycitatovar,precio,0,0,1708473301,2024-02-20 18:55:01,producto-belleza,entusiasmo,6,2024-02-20 18:55:01,1,neutral
LA PULPIZZA,la.pulpizza,donde lo venden,0,0,1708407593,2024-02-20 00:39:53,producto-belleza,entusiasmo,15,2024-02-20 00:39:53,3,neutral
ADELMO,adelmoparedes0,dónde los venden,0,0,1708385195,2024-02-19 18:26:35,producto-belleza,entusiasmo,16,2024-02-19 18:26:35,3,neutral
valeria,_mruem,"yo me compré el primero, pero después de un par de usos la piel se me resecó, creo q tendría q haberme comprado el segundo",0,0,1708360365,2024-02-19 11:32:45,producto-belleza,testimonio,122,2024-02-19 11:32:45,25,neutral
Dra faty,drafatydejbw,hola,0,0,1708310759,2024-02-18 21:45:59,producto-belleza,entusiasmo,4,2024-02-18 21:45:59,1,neutral
Vanne RS,vannerod.s,disculpe..eso se usa en reemplazo al jabón?,0,0,1708146721,2024-02-17 00:12:01,producto-belleza,entusiasmo,43,2024-02-17 00:12:01,7,neutral
Emi,emix794,Te falto el gel limpiador yo lo uso,0,0,1708143013,2024-02-16 23:10:13,producto-belleza,testimonio,35,2024-02-16 23:10:13,8,neutral
JhonOmen16😉,jhonomen16,dónde están ubicados,0,0,1708101421,2024-02-16 11:37:01,producto-belleza,entusiasmo,20,2024-02-16 11:37:01,3,neutral
Johan A,johanacosta435,como se aplica,0,0,1708098129,2024-02-16 10:42:09,producto-belleza,entusiasmo,14,2024-02-16 10:42:09,3,neutral
Luviannys Milagros M,luviannysmilagrosmontes1,precio?,0,0,1708087095,2024-02-16 07:38:15,producto-belleza,entusiasmo,7,2024-02-16 07:38:15,1,neutral
Antony Isaac,antonio_17101,Cuál es el bueno para dermatitis seborreica,0,0,1708058664,2024-02-15 23:44:24,producto-belleza,entusiasmo,43,2024-02-15 23:44:24,7,neutral
Alexander,alexanderhg43,Donde están ubicados,0,0,1708048578,2024-02-15 20:56:18,producto-belleza,entusiasmo,20,2024-02-15 20:56:18,3,neutral
Bonitha7,domingues723671960,asen envíos a Guatemala,0,0,1708013699,2024-02-15 11:14:59,producto-belleza,entusiasmo,23,2024-02-15 11:14:59,4,neutral
rosariobaysoliz,rosariobaysoliz,donde puedo adquirir,0,0,1707967157,2024-02-14 22:19:17,producto-belleza,entusiasmo,20,2024-02-14 22:19:17,3,neutral
Havi malik,havi_malik,donde lo puedo conseguir?,0,0,1707961977,2024-02-14 20:52:57,producto-belleza,entusiasmo,26,2024-02-14 20:52:57,4,neutral
Jissetteee,jissette_28,Soy la única que el cerave le dio mas bolitas en su rostro,0,0,1707956925,2024-02-14 19:28:45,producto-belleza,entusiasmo,58,2024-02-14 19:28:45,13,neutral
Cris🦋,cristinarom23,tengo poros abiertos normales debo ocupar el trasparente o el mixto a graso?,0,0,1707951389,2024-02-14 17:56:29,producto-belleza,entusiasmo,76,2024-02-14 17:56:29,13,neutral
Esmeralda,esmeralda._ramirez0,en donde las encuentro??,0,0,1707140044,2024-02-05 08:34:04,producto-belleza,entusiasmo,24,2024-02-05 08:34:04,4,neutral
Patricio Bill,patriciobillyx,"Tienes un video de cómo saber cuál es tu tipo de piel. Me aparecen mucho estos videos, pero no se que tipo de piel tengo",0,0,1707101774,2024-02-04 21:56:14,producto-belleza,entusiasmo,120,2024-02-04 21:56:14,25,neutral
AndrésD 🐙🐙,andrsd75,precio?,0,0,1707094046,2024-02-04 19:47:26,producto-belleza,entusiasmo,8,2024-02-04 19:47:26,1,neutral
Armando Jesus,armandiex25,Cual es el mejor para los que tenemos puntos negros en la nariz,0,0,1707075907,2024-02-04 14:45:07,producto-belleza,satisfaccion,63,2024-02-04 14:45:07,13,neutral
Mikashiru,mikashiru27,Yo uso el 3 y es super bueno 💕 ya lo uso por 2 años y los uso día y noche.,0,0,1707062324,2024-02-04 10:58:44,producto-belleza,entusiasmo,74,2024-02-04 10:58:44,21,positive
Luis9807,enriqu3_057,"A mi me está ayudando el último, muy bueno.",0,0,1706963729,2024-02-03 07:35:29,producto-belleza,entusiasmo,43,2024-02-03 07:35:29,9,neutral
SoniaGalvan,soniagalvan94,yes tu saves mucho mi dermatóloga m lo recomendó muchas gracias,0,0,1706945514,2024-02-03 02:31:54,producto-belleza,entusiasmo,63,2024-02-03 02:31:54,11,neutral
Lanysantiago20,lanysantiago20,yo compre el 2 y el 3 y me a ayudado,0,0,1706927070,2024-02-02 21:24:30,producto-belleza,entusiasmo,36,2024-02-02 21:24:30,11,neutral
Mili,milagros.pino4,las venden en Venezuela?,0,0,1706818545,2024-02-01 15:15:45,producto-belleza,entusiasmo,24,2024-02-01 15:15:45,4,neutral
Leo𒉭,leonar_62,yo tengo piel grasa en los cachetes cual me recomiendan,0,0,1706786995,2024-02-01 06:29:55,producto-belleza,entusiasmo,55,2024-02-01 06:29:55,10,neutral
ᴅᴀʜɪᴀ,dahiaraquel,creo que en paraguay no hay,0,0,1706748052,2024-01-31 19:40:52,producto-belleza,testimonio,27,2024-01-31 19:40:52,6,neutral
Misael simón,misaelsimon4,dónde lo puedo conseguir,0,0,1706732862,2024-01-31 15:27:42,producto-belleza,entusiasmo,24,2024-01-31 15:27:42,4,neutral
Danna.GV,danna712,Como se llama la tienda aquí en Guadalajara,0,0,1706729740,2024-01-31 14:35:40,producto-belleza,entusiasmo,43,2024-01-31 14:35:40,8,neutral
tabita,tabita_de_la_o,oh,0,0,1706721793,2024-01-31 12:23:13,producto-belleza,entusiasmo,2,2024-01-31 12:23:13,1,neutral
Sandra,sandraa__4,"El final es,Mi hija tenía Anne y nada le probaba y esa crema le limpio esa cara que waooo super bonita",0,0,1706665207,2024-01-30 20:40:07,producto-belleza,entusiasmo,102,2024-01-30 20:40:07,21,neutral
funes2020,user1153920628872,Cera Ve tiene algún limpiador a base a aceite??,0,0,1706646150,2024-01-30 15:22:30,producto-belleza,entusiasmo,47,2024-01-30 15:22:30,9,neutral
Mar9418,albamarcelaramos,Cómo cuidar la piel después de los 30 años por favor 🙏🏻🤍,0,0,1706630994,2024-01-30 11:09:54,producto-belleza,testimonio,56,2024-01-30 11:09:54,12,positive
Boochi.Dan,danshiee,Donde puedo comprarlo,0,0,1706628252,2024-01-30 10:24:12,producto-belleza,entusiasmo,21,2024-01-30 10:24:12,3,neutral
simona,wysimo,está en Argentina Entre Ríos?,0,0,1706603837,2024-01-30 03:37:17,producto-belleza,entusiasmo,29,2024-01-30 03:37:17,5,neutral
GezJ🪷,gezelle20,Un skin care para pieles mixtas porfis!!!,0,0,1706598903,2024-01-30 02:15:03,producto-belleza,entusiasmo,41,2024-01-30 02:15:03,7,neutral
mabeccccccg,mxnxlxm,"mi piel es mixta y tengo comedones en la frente, cuál me recomiendas?",0,0,1706586769,2024-01-29 22:52:49,producto-belleza,consulta,69,2024-01-29 22:52:49,13,neutral
stevan 11,davi12_0.1,donde venden eso en Colombia,0,0,1706578554,2024-01-29 20:35:54,producto-belleza,entusiasmo,28,2024-01-29 20:35:54,5,neutral
La angelitadiablita😈❤,la.angelitadiabli,para los grsnitos en los brazos servira?,0,0,1706579906,2024-01-29 20:58:26,producto-belleza,entusiasmo,41,2024-01-29 20:58:26,7,neutral
ʟ→Ｃ 么 ＲＬＯＳ乂,.alberto.lo61,quiero uno,0,0,1706576204,2024-01-29 19:56:44,producto-belleza,entusiasmo,10,2024-01-29 19:56:44,2,neutral
Y A H I R D,yahir._.54,cuál puedo usar si tengo poquitos granitos y soy piel grasa,0,0,1706559575,2024-01-29 15:19:35,producto-belleza,entusiasmo,59,2024-01-29 15:19:35,11,neutral
%Joker%,chavalnmatias,Ahora tutorial de cómo usarlo 👌👌,0,0,1706554260,2024-01-29 13:51:00,producto-belleza,entusiasmo,32,2024-01-29 13:51:00,6,positive
el 3030,yeicol082,donde lo consigo,0,0,1706546564,2024-01-29 11:42:44,producto-belleza,entusiasmo,16,2024-01-29 11:42:44,3,neutral
yarelsita 🌷,.yarelsita,y si mejor me compro todos? jajaja,0,0,1706545390,2024-01-29 11:23:10,producto-belleza,satisfaccion,34,2024-01-29 11:23:10,7,neutral
Lerida Machado,leridasofia,hola mi piel es grada super grasa y con puntos negros cual es mejor??,0,0,1706535028,2024-01-29 08:30:28,producto-belleza,entusiasmo,70,2024-01-29 08:30:28,14,neutral
Khaterin,khaterineli,como saber si es original,0,0,1706531059,2024-01-29 07:24:19,producto-belleza,entusiasmo,25,2024-01-29 07:24:19,5,neutral
Alex19,jorge_alex19,dónde lo puedo comprar,0,0,1706482162,2024-01-28 17:49:22,producto-belleza,consulta,22,2024-01-28 17:49:22,4,neutral
iiivvvnnn,ivn123_,"Dónde las encuentro?, en ningún lado las encuentro",0,0,1706461682,2024-01-28 12:08:02,producto-belleza,entusiasmo,50,2024-01-28 12:08:02,8,neutral
Karma99,treesforest1,"Tengo el primero y no me deja cara como wow, pero si es bueno",0,0,1706458853,2024-01-28 11:20:53,producto-belleza,entusiasmo,61,2024-01-28 11:20:53,14,neutral
Esther,appleuser63754660,Donde se encuentra esa tienda?,0,0,1706456024,2024-01-28 10:33:44,producto-belleza,entusiasmo,30,2024-01-28 10:33:44,5,neutral
🌷Yasumhi🌷,yasumhi.do,mil gracias 🥰🥰🥰,0,0,1706442487,2024-01-28 06:48:07,producto-belleza,entusiasmo,15,2024-01-28 06:48:07,3,positive
ILOVEYOUGTEAMOG,iloveyougteamog,Soy piel mixta y sensible,0,0,1706434704,2024-01-28 04:38:24,producto-belleza,entusiasmo,25,2024-01-28 04:38:24,5,neutral
Îdania,ida_._._,Todo lo que nesecito en mi vida es caro😔,0,0,1706404378,2024-01-27 20:12:58,producto-belleza,entusiasmo,40,2024-01-27 20:12:58,9,neutral
Jhoan Guerra,jhoan.g.sl,Les recomiendo ir a un dermatólogo primero para que ellos mismos vean su tipo den piel y les recomienden productos que le ayuden,0,0,1706334667,2024-01-27 00:51:07,producto-belleza,testimonio,128,2024-01-27 00:51:07,23,neutral
Fabiola colque mamani,fabiola.colque.ma,en donde se encuentra esa tienda,0,0,1706320125,2024-01-26 20:48:45,producto-belleza,entusiasmo,32,2024-01-26 20:48:45,6,neutral
🖤🖤🖤🖤,010720da,Es el mejor 🥰,0,0,1706315536,2024-01-26 19:32:16,producto-belleza,satisfaccion,13,2024-01-26 19:32:16,4,positive
ladyleo,ladyleoj2,como saber que tipo de piel soy?,0,0,1706316484,2024-01-26 19:48:04,producto-belleza,entusiasmo,33,2024-01-26 19:48:04,7,neutral
mishi,wendymishellrodri1,precio,0,0,1706311701,2024-01-26 18:28:21,producto-belleza,entusiasmo,6,2024-01-26 18:28:21,1,neutral
Naybel Ramirez,naybelramirez,el papel aguanta con todo jajaaajj,0,0,1706307912,2024-01-26 17:25:12,producto-belleza,entusiasmo,34,2024-01-26 17:25:12,6,neutral
gille,www.tkrtok.com,dónde lo puede lo puedo e ncontrar,0,0,1706310066,2024-01-26 18:01:06,producto-belleza,entusiasmo,34,2024-01-26 18:01:06,7,neutral
¡Dey! (Dahyun ★),deymiris._.estevez,"quiero comprar Eucerin antipigment para las ojeras, me lo recomiendan?",0,0,1703624591,2023-12-26 16:03:11,producto-belleza,consulta,70,2023-12-26 16:03:11,10,neutral
Jonathan B,toni_y_miriam4ever,ya pero no se mi tipo de piel -.-,0,0,1703545173,2023-12-25 17:59:33,producto-belleza,entusiasmo,33,2023-12-25 17:59:33,9,neutral
💌,luuliana77,cómo se cual es mí tipo de piel 🙄,0,0,1703452608,2023-12-24 16:16:48,producto-belleza,entusiasmo,33,2023-12-24 16:16:48,9,negative
🧚🏻,runov24,si soy piel seca con poros abiertos cuál me recomiendas,0,0,1703341305,2023-12-23 09:21:45,producto-belleza,consulta,55,2023-12-23 09:21:45,10,neutral
Irving Charles Arago,irvingcharlesarag,"hola, el precio del cera Ve renewing??",0,0,1703213792,2023-12-21 21:56:32,producto-belleza,entusiasmo,38,2023-12-21 21:56:32,7,neutral
Martín Ramírez,martinhilerio69,Recomiéndame un protector solar para piel grasa,0,0,1703213088,2023-12-21 21:44:48,producto-belleza,entusiasmo,47,2023-12-21 21:44:48,7,neutral
❤︎,betsy.riv,"Una pregunta, ¿donde puedo comprar los productos de Cerave?",0,0,1703200809,2023-12-21 18:20:09,producto-belleza,testimonio,59,2023-12-21 18:20:09,9,neutral
JD,josedavv,Como que necesito el 3ro y no el 1ero,0,0,1703198447,2023-12-21 17:40:47,producto-belleza,entusiasmo,37,2023-12-21 17:40:47,9,neutral
Andrea Alejandra 🌼,andreadg20,Y piel mixta y sensible? 🙄,0,0,1703187359,2023-12-21 14:35:59,producto-belleza,entusiasmo,26,2023-12-21 14:35:59,6,negative
Vale,vale_3.40,"una preguntaa, cual me recomiendas si tengo piel mixta pero con granos? responde pofavo :(",0,0,1703178258,2023-12-21 12:04:18,producto-belleza,consulta,90,2023-12-21 12:04:18,15,negative
kassHermione,kasshermione,Como se q tipo de piel soy?,0,0,1703177028,2023-12-21 11:43:48,producto-belleza,entusiasmo,27,2023-12-21 11:43:48,7,neutral
🫧⋆｡‧˚ʚ 𝑱𝑨𝒁𝑴𝑰𝑵 ᪲᪲ɞ˚‧｡⋆🌷,_rosse.cutte_,yo tengo una piel seca cual necesito,0,0,1703171136,2023-12-21 10:05:36,producto-belleza,entusiasmo,36,2023-12-21 10:05:36,7,neutral
no,no179025,Ami cerave me arruinó la cara,0,0,1702955517,2023-12-18 22:11:57,producto-belleza,entusiasmo,29,2023-12-18 22:11:57,6,neutral
A,aangeloordinola15,pero como se que tipo de piel tengo,0,0,1702952841,2023-12-18 21:27:21,producto-belleza,entusiasmo,35,2023-12-18 21:27:21,8,neutral
eli,ellysbth6,yo iba a comprar el primero porque no sabía mejor compro el tercero pq soy piel grasa😭😭,0,0,1702923227,2023-12-18 13:13:47,producto-belleza,consulta,87,2023-12-18 13:13:47,17,neutral
milagros planas,francis181289,yo tengl mucha piel grasa,0,0,1702698686,2023-12-15 22:51:26,producto-belleza,entusiasmo,25,2023-12-15 22:51:26,5,neutral
Oliver_Aquin0™,gabriela_escalera9750,uta,1,0,1704071098,2023-12-31 20:04:58,producto-belleza,entusiasmo,3,2023-12-31 20:04:58,1,neutral
ɢᴜᴇʀʀᴇʀᴏ ᴀɴɢᴇʟ,guerrero.sx,la crema Careve,0,0,1720391083,2024-07-07 17:24:43,producto-belleza,entusiasmo,15,2024-07-07 17:24:43,3,neutral
CeraVe,cerave,💚💙💚,29,0,1702583206,2023-12-14 14:46:46,producto-belleza,entusiasmo,3,2023-12-14 14:46:46,1,positive
Danna,dannaguillen78,Goussen,7,0,1706155143,2024-01-24 22:59:03,producto-belleza,entusiasmo,15,2024-01-24 22:59:03,1,neutral
adgeee,4dgeee_,,0,2,1706645524,2024-01-30 15:12:04,producto-belleza,entusiasmo,2,2024-01-30 15:12:04,0,neutral
stefisita,stefisita_,creo q este video fue el q le salió a mi papá JAJAJAJJAA,1,2,1703359804,2023-12-23 14:30:04,producto-belleza,testimonio,62,2023-12-23 14:30:04,13,neutral
xclaudia_v,_ww_20val,👱‍♀️,0,1,1708009952,2024-02-15 10:12:32,producto-belleza,entusiasmo,12,2024-02-15 10:12:32,1,neutral
